attendance_pct,behavior_pct,SEM7,dropout_score,CURR_SEM,SEM2,past_count,INTERNAL_MARKS,SEM8,performance_overall,DEPT,RNO,performance_trend,prev_att,TOTAL_DAYS_CURR,risk_label,S.NO,EMAIL,risk_score,performance_label,BEHAVIOR_SCORE_10,past_avg,SEM6,SEM1,MENTOR_EMAIL,YEAR,internal_pct,ATTENDED_DAYS_CURR,MENTOR,SEM4,SEM3,present_att,dropout_label,NAME,PREV_ATTENDANCE_PERC,SEM5
73.13,68.0,0.0,32.21,4.0,66.0,3,10.0,0.0,56.7,CSE(AI),24G31A9130,0.0,66.0,83.0,normal,1288.0,tanvi.bansal332@gmail.com,43.3,medium,6.8,64.67,0.0,62.0,prof..kavya.pillai79@gmail.com,2.0,33.33,63.0,Prof. Kavya Pillai,,66.0,75.9,low,Tanvi Bansal,66.0,0.0
56.15,41.0,0.0,39.76,4.0,75.0,3,27.0,0.0,76.64,CSE,24G31A9921,5.0,54.0,112.0,low,1289.0,divya.bhat503@gmail.com,23.36,high,4.1,78.33,0.0,80.0,dr..sanjay.joshi27@gmail.com,2.0,90.0,66.0,Dr. Sanjay Joshi,,80.0,58.93,low,Divya Bhat,54.0,0.0
79.28,74.0,0.0,22.4,4.0,95.0,3,23.0,0.0,73.76,CDS,24G31A8255,-51.0,60.0,83.0,low,1290.0,ria.chopra249@gmail.com,26.24,high,7.4,70.33,0.0,72.0,dr..rajesh.kumar26@gmail.com,2.0,76.67,71.0,Dr. Rajesh Kumar,,44.0,85.54,low,Ria Chopra,60.0,0.0
88.12,83.0,0.0,15.18,3.0,73.0,2,19.0,0.0,78.87,ECE,24G31A8151,-24.0,88.0,90.0,low,1291.0,vivek.malhotra285@gmail.com,21.13,high,8.3,85.0,0.0,97.0,prof..priya.sharma55@gmail.com,2.0,63.33,80.0,Prof. Priya Sharma,0.0,,88.89,low,Vivek Malhotra,88.0,0.0
80.8,77.0,0.0,17.04,4.0,92.0,3,29.0,0.0,90.14,EEE,24G31A4054,-10.0,68.0,120.0,low,1292.0,pari.chopra410@gmail.com,9.86,high,7.7,90.33,0.0,97.0,prof..isha.mishra53@gmail.com,2.0,96.67,102.0,Prof. Isha Mishra,,82.0,85.0,low,Pari Chopra,68.0,0.0
49.0,22.0,0.0,49.07,4.0,54.0,3,22.0,0.0,65.95,MECH,24G31B4964,21.0,59.0,98.0,low,1293.0,arjun.mishra207@gmail.com,34.05,medium,2.2,71.0,0.0,84.0,prof..ritika.malhotra72@gmail.com,2.0,73.33,49.0,Prof. Ritika Malhotra,,75.0,50.0,medium,Arjun Mishra,59.0,0.0
44.04,18.0,0.0,58.24,4.0,43.0,3,11.0,0.0,45.84,CIVIL,24G31B5076,2.0,40.0,92.0,normal,1294.0,kriti.kapoor640@gmail.com,54.16,poor,1.8,54.67,0.0,76.0,dr..anil.singh77@gmail.com,2.0,36.67,45.0,Dr. Anil Singh,,45.0,48.91,medium,Kriti Kapoor,40.0,0.0
83.87,67.0,0.0,22.56,3.0,82.0,2,10.0,0.0,69.43,CSE(AI),24G31A4242,-10.0,44.0,86.0,low,1295.0,rohan.patel353@gmail.com,30.57,medium,6.7,87.0,0.0,92.0,prof..shreya.nair88@gmail.com,2.0,33.33,84.0,Prof. Shreya Nair,0.0,,97.67,low,Rohan Patel,44.0,0.0
68.88,93.0,0.0,30.19,4.0,51.0,3,19.0,0.0,63.81,CSE,24G31B8621,-7.0,92.0,85.0,low,1296.0,pari.patel468@gmail.com,36.19,medium,9.3,59.67,0.0,84.0,dr..vikram.reddy14@gmail.com,2.0,63.33,50.0,Dr. Vikram Reddy,,44.0,58.82,low,Pari Patel,92.0,0.0
74.09,63.0,0.0,24.97,4.0,79.0,3,27.0,0.0,80.6,CDS,24G31A1192,-19.0,86.0,101.0,low,1297.0,nitin.sinha175@gmail.com,19.4,high,6.3,78.67,0.0,97.0,dr..suresh.iyer86@gmail.com,2.0,90.0,73.0,Dr. Suresh Iyer,,60.0,72.28,low,Nitin Sinha,86.0,0.0
64.04,74.0,0.0,35.01,4.0,95.0,3,12.0,0.0,69.14,ECE,24G31B7035,-18.0,85.0,83.0,low,1298.0,deepak.kumar867@gmail.com,30.86,medium,7.4,87.67,0.0,91.0,dr..sanjay.joshi51@gmail.com,2.0,40.0,47.0,Dr. Sanjay Joshi,,77.0,56.63,low,Deepak Kumar,85.0,0.0
73.75,57.0,0.0,30.78,4.0,56.0,3,15.0,0.0,63.41,EEE,24G31A9985,20.0,67.0,114.0,low,1299.0,avni.patel816@gmail.com,36.59,medium,5.7,69.0,0.0,75.0,dr..nitin.verma59@gmail.com,2.0,50.0,89.0,Dr. Nitin Verma,,76.0,78.07,low,Avni Patel,67.0,0.0
76.12,14.0,0.0,31.43,3.0,75.0,2,16.0,0.0,70.87,MECH,24G31A6618,-21.0,70.0,83.0,low,1300.0,meera.malhotra262@gmail.com,29.13,high,1.4,85.5,0.0,96.0,prof..ritika.malhotra11@gmail.com,2.0,53.33,72.0,Prof. Ritika Malhotra,0.0,,86.75,low,Meera Malhotra,70.0,0.0
55.17,81.0,0.0,38.93,6.0,61.0,5,22.0,0.0,69.43,CIVIL,25G31A6482,13.0,53.0,119.0,low,1301.0,shreya.mishra670@gmail.com,30.57,medium,8.1,70.2,0.0,72.0,dr..anil.singh31@gmail.com,3.0,73.33,62.0,Dr. Anil Singh,64.0,77.0,52.1,low,Shreya Mishra,53.0,77.0
65.5,52.0,0.0,31.85,5.0,59.0,4,27.0,0.0,79.92,CSE(AI),25G31B3329,0.0,64.0,84.0,low,1302.0,avni.bhat395@gmail.com,20.08,high,5.2,81.0,0.0,99.0,prof..priya.sharma85@gmail.com,3.0,90.0,57.0,Prof. Priya Sharma,83.0,83.0,67.86,low,Avni Bhat,64.0,
60.86,97.0,0.0,30.02,5.0,91.0,4,28.0,0.0,83.73,CSE,25G31A8146,-19.0,61.0,115.0,low,1303.0,zara.sharma203@gmail.com,16.27,high,9.7,83.5,0.0,78.0,prof..anjali.menon93@gmail.com,3.0,93.33,64.0,Prof. Anjali Menon,73.0,92.0,55.65,low,Zara Sharma,61.0,
82.54,80.0,0.0,20.87,5.0,69.0,4,18.0,0.0,71.13,CDS,25G31A1261,-2.0,91.0,82.0,low,1304.0,neha.joshi193@gmail.com,28.87,high,8.0,73.5,0.0,67.0,dr..nitin.verma61@gmail.com,3.0,60.0,66.0,Dr. Nitin Verma,78.0,80.0,80.49,low,Neha Joshi,91.0,
75.17,21.0,0.0,31.74,5.0,82.0,4,16.0,0.0,69.33,ECE,25G31B7194,16.0,81.0,80.0,low,1305.0,karthik.saxena349@gmail.com,30.67,medium,2.1,82.0,0.0,80.0,dr..nitin.verma42@gmail.com,3.0,53.33,65.0,Dr. Nitin Verma,91.0,75.0,81.25,low,Karthik Saxena,81.0,
76.53,64.0,0.0,23.36,5.0,47.0,4,27.0,0.0,80.05,EEE,25G31A1400,3.0,77.0,110.0,low,1306.0,harish.saxena464@gmail.com,19.95,high,6.4,76.75,0.0,95.0,dr..sanjay.joshi74@gmail.com,3.0,90.0,86.0,Dr. Sanjay Joshi,84.0,81.0,78.18,low,Harish Saxena,77.0,
83.02,69.0,0.0,19.86,6.0,99.0,5,23.0,0.0,76.2,MECH,25G31B6344,4.0,55.0,86.0,low,1307.0,harish.joshi346@gmail.com,23.8,high,6.9,74.6,0.0,94.0,dr..suresh.iyer88@gmail.com,3.0,76.67,80.0,Dr. Suresh Iyer,64.0,48.0,93.02,low,Harish Joshi,55.0,68.0
50.21,37.0,0.0,44.36,6.0,89.0,5,30.0,0.0,73.38,CIVIL,25G31A6566,-19.0,52.0,95.0,low,1308.0,deepak.menon508@gmail.com,26.62,high,3.7,68.0,0.0,63.0,dr..suresh.iyer46@gmail.com,3.0,100.0,49.0,Dr. Suresh Iyer,65.0,77.0,51.58,medium,Deepak Menon,52.0,46.0
61.16,20.0,0.0,40.3,6.0,94.0,5,21.0,0.0,70.57,CSE(AI),25G31B3091,-12.0,57.0,85.0,low,1309.0,anjali.srivastava667@gmail.com,29.43,high,2.0,78.8,0.0,79.0,dr..vikram.reddy47@gmail.com,3.0,70.0,58.0,Dr. Vikram Reddy,77.0,79.0,68.24,medium,Anjali Srivastava,57.0,65.0
68.96,59.0,0.0,30.29,6.0,75.0,5,22.0,0.0,76.29,CSE,25G31A2351,22.0,79.0,117.0,low,1310.0,divya.agarwal641@gmail.com,23.71,high,5.9,82.0,0.0,92.0,prof..anjali.menon29@gmail.com,3.0,73.33,79.0,Prof. Anjali Menon,71.0,79.0,67.52,low,Divya Agarwal,79.0,93.0
78.72,88.0,0.0,18.22,5.0,90.0,4,27.0,0.0,87.58,CDS,25G31A7233,-1.0,77.0,104.0,low,1311.0,shreya.gupta302@gmail.com,12.42,high,8.8,88.75,0.0,84.0,prof..isha.mishra68@gmail.com,3.0,90.0,81.0,Prof. Isha Mishra,90.0,91.0,77.88,low,Shreya Gupta,77.0,
74.77,22.0,0.0,32.85,6.0,74.0,5,16.0,0.0,64.72,ECE,25G31A6499,13.0,59.0,91.0,low,1312.0,ria.gupta470@gmail.com,35.28,medium,2.2,72.8,0.0,77.0,dr..vikram.reddy66@gmail.com,3.0,53.33,79.0,Dr. Vikram Reddy,64.0,72.0,86.81,low,Ria Gupta,59.0,77.0
87.88,96.0,0.0,16.53,5.0,83.0,4,16.0,0.0,69.11,EEE,25G31B5343,-20.0,82.0,112.0,low,1313.0,ritika.bansal166@gmail.com,30.89,medium,9.6,70.25,0.0,60.0,prof..shreya.nair75@gmail.com,3.0,53.33,99.0,Prof. Shreya Nair,59.0,79.0,88.39,low,Ritika Bansal,82.0,
88.85,96.0,0.0,10.6,6.0,76.0,5,29.0,0.0,86.83,MECH,25G31A2532,-20.0,90.0,80.0,low,1314.0,ritika.bhatnagar851@gmail.com,13.17,high,9.6,79.4,0.0,98.0,prof..meera.desai64@gmail.com,3.0,96.67,70.0,Prof. Meera Desai,73.0,97.0,87.5,low,Ritika Bhatnagar,90.0,53.0
57.87,44.0,0.0,42.33,6.0,72.0,5,18.0,0.0,62.68,CIVIL,25G31B2876,-17.0,40.0,117.0,low,1315.0,sanjay.menon755@gmail.com,37.32,medium,4.4,67.6,0.0,66.0,prof..divya.srivastava17@gmail.com,3.0,60.0,76.0,Prof. Divya Srivastava,75.0,67.0,64.96,medium,Sanjay Menon,40.0,58.0
73.73,78.0,0.0,26.83,5.0,66.0,4,22.0,0.0,69.08,CSE(AI),25G31B5980,12.0,94.0,101.0,low,1316.0,nisha.desai649@gmail.com,30.92,medium,7.8,64.25,0.0,59.0,dr..rajesh.kumar80@gmail.com,3.0,73.33,68.0,Dr. Rajesh Kumar,72.0,60.0,67.33,low,Nisha Desai,94.0,
87.23,40.0,0.0,19.12,6.0,72.0,5,30.0,0.0,74.18,CSE,25G31B6001,24.0,73.0,102.0,low,1317.0,sakshi.bansal212@gmail.com,25.82,high,4.0,58.2,0.0,56.0,dr..nitin.verma40@gmail.com,3.0,100.0,100.0,Dr. Nitin Verma,45.0,49.0,98.04,low,Sakshi Bansal,73.0,69.0
66.48,11.0,0.0,40.84,6.0,82.0,5,11.0,0.0,60.82,CDS,25G31B5201,4.0,57.0,118.0,low,1318.0,aditya.kapoor979@gmail.com,39.18,medium,1.1,78.6,0.0,72.0,prof..shreya.nair20@gmail.com,3.0,36.67,91.0,Prof. Shreya Nair,68.0,99.0,77.12,medium,Aditya Kapoor,57.0,72.0
77.2,53.0,0.0,23.33,5.0,70.0,4,28.0,0.0,82.23,ECE,25G31B3757,-8.0,62.0,100.0,low,1319.0,nikhil.reddy155@gmail.com,17.77,high,5.3,80.0,0.0,84.0,dr..anil.singh62@gmail.com,3.0,93.33,85.0,Dr. Anil Singh,79.0,87.0,85.0,low,Nikhil Reddy,62.0,
58.8,67.0,0.0,38.76,5.0,96.0,4,16.0,0.0,68.42,EEE,25G31B3923,-9.0,57.0,86.0,low,1320.0,anjali.iyer627@gmail.com,31.58,medium,6.7,80.5,0.0,93.0,prof..isha.mishra29@gmail.com,3.0,53.33,50.0,Prof. Isha Mishra,62.0,71.0,58.14,low,Anjali Iyer,57.0,
74.4,18.0,0.0,31.48,6.0,62.0,5,24.0,0.0,69.26,MECH,25G31B5709,-28.0,77.0,82.0,low,1321.0,pooja.chatterjee673@gmail.com,30.74,medium,1.8,66.4,0.0,68.0,prof..isha.mishra11@gmail.com,3.0,80.0,67.0,Prof. Isha Mishra,79.0,72.0,81.71,low,Pooja Chatterjee,77.0,51.0
92.81,76.0,0.0,12.26,5.0,98.0,4,21.0,0.0,79.6,CIVIL,25G31B8981,13.0,89.0,81.0,low,1322.0,deepak.chopra578@gmail.com,20.4,high,7.6,81.75,0.0,46.0,prof..meera.desai80@gmail.com,3.0,70.0,78.0,Prof. Meera Desai,98.0,85.0,96.3,low,Deepak Chopra,89.0,
53.07,71.0,0.0,42.81,6.0,92.0,5,11.0,0.0,68.91,CSE(AI),25G31A3243,9.0,85.0,87.0,low,1323.0,neha.bajaj765@gmail.com,31.09,medium,7.1,92.8,0.0,92.0,prof..divya.srivastava81@gmail.com,3.0,36.67,36.0,Prof. Divya Srivastava,86.0,99.0,41.38,medium,Neha Bajaj,85.0,95.0
75.93,81.0,0.0,28.02,5.0,89.0,4,10.0,0.0,62.44,CSE,25G31A4275,1.0,41.0,108.0,low,1324.0,kumar.gupta930@gmail.com,37.56,medium,8.1,74.0,0.0,62.0,prof..meera.desai11@gmail.com,3.0,33.33,92.0,Prof. Meera Desai,73.0,72.0,85.19,low,Kumar Gupta,41.0,
72.73,49.0,0.0,32.12,6.0,91.0,5,11.0,0.0,66.36,CDS,25G31A8942,11.0,47.0,115.0,low,1325.0,harsha.menon653@gmail.com,33.64,medium,4.9,84.0,0.0,91.0,prof..ritika.malhotra93@gmail.com,3.0,36.67,96.0,Prof. Ritika Malhotra,69.0,89.0,83.48,low,Harsha Menon,47.0,80.0
79.07,23.0,0.0,27.3,5.0,99.0,4,21.0,0.0,74.26,ECE,25G31B8786,-44.0,40.0,114.0,low,1326.0,vinod.dasgupta571@gmail.com,25.74,high,2.3,80.5,0.0,69.0,dr..nitin.verma93@gmail.com,3.0,70.0,112.0,Dr. Nitin Verma,55.0,99.0,98.25,low,Vinod Dasgupta,40.0,
75.24,26.0,0.0,29.83,6.0,79.0,5,24.0,0.0,71.09,EEE,25G31B4067,33.0,85.0,117.0,low,1327.0,tanvi.dasgupta125@gmail.com,28.91,high,2.6,69.0,0.0,61.0,prof..meera.desai78@gmail.com,3.0,80.0,93.0,Prof. Meera Desai,65.0,42.0,79.49,low,Tanvi Dasgupta,85.0,98.0
90.4,71.0,0.0,15.62,6.0,80.0,5,18.0,0.0,75.11,MECH,25G31B8032,21.0,73.0,108.0,low,1328.0,sneha.bhat389@gmail.com,24.89,high,7.1,80.0,0.0,78.0,dr..nitin.verma94@gmail.com,3.0,60.0,106.0,Dr. Nitin Verma,61.0,99.0,98.15,low,Sneha Bhat,73.0,82.0
81.6,22.0,0.0,25.31,6.0,99.0,5,22.0,0.0,75.54,CIVIL,25G31B7166,28.0,88.0,111.0,low,1329.0,harish.verma691@gmail.com,24.46,high,2.2,80.4,0.0,76.0,dr..vikram.reddy88@gmail.com,3.0,73.33,98.0,Dr. Vikram Reddy,65.0,69.0,88.29,low,Harish Verma,88.0,93.0
68.38,89.0,0.0,31.75,5.0,91.0,4,14.0,0.0,62.83,CSE(AI),25G31A7499,-20.0,56.0,116.0,low,1330.0,karthik.agarwal654@gmail.com,37.17,medium,8.9,68.25,0.0,82.0,dr..rajesh.kumar94@gmail.com,3.0,46.67,80.0,Dr. Rajesh Kumar,40.0,60.0,68.97,low,Karthik Agarwal,56.0,
73.67,83.0,0.0,29.2,6.0,56.0,5,11.0,0.0,62.5,CSE,25G31B9231,31.0,95.0,80.0,low,1331.0,harsha.dutta616@gmail.com,37.5,medium,8.3,72.6,0.0,70.0,dr..vikram.reddy41@gmail.com,3.0,36.67,53.0,Dr. Vikram Reddy,62.0,82.0,66.25,low,Harsha Dutta,95.0,93.0
85.55,82.0,0.0,20.86,5.0,74.0,4,16.0,0.0,61.56,CDS,25G31A8198,-5.0,67.0,81.0,low,1332.0,vishal.bajaj611@gmail.com,38.44,medium,8.2,57.25,0.0,56.0,dr..sanjay.joshi45@gmail.com,3.0,53.33,74.0,Dr. Sanjay Joshi,47.0,52.0,91.36,low,Vishal Bajaj,67.0,
59.85,71.0,0.0,36.98,6.0,76.0,5,19.0,0.0,70.03,ECE,25G31A9820,-25.0,75.0,102.0,low,1333.0,pooja.bajaj810@gmail.com,29.97,high,7.1,77.0,0.0,62.0,dr..suresh.iyer61@gmail.com,3.0,63.33,55.0,Dr. Suresh Iyer,99.0,74.0,53.92,low,Pooja Bajaj,75.0,74.0
79.84,32.0,0.0,28.52,5.0,50.0,4,14.0,0.0,66.2,EEE,25G31B1072,4.0,74.0,103.0,low,1334.0,varun.bajaj649@gmail.com,33.8,medium,3.2,77.25,0.0,83.0,dr..rajesh.kumar96@gmail.com,3.0,46.67,91.0,Dr. Rajesh Kumar,90.0,86.0,88.35,low,Varun Bajaj,74.0,
77.16,94.0,0.0,19.23,5.0,75.0,4,28.0,0.0,84.4,MECH,25G31A4184,24.0,51.0,90.0,low,1335.0,karthik.verma385@gmail.com,15.6,high,9.4,80.25,0.0,80.0,dr..anil.singh92@gmail.com,3.0,93.33,74.0,Dr. Anil Singh,95.0,71.0,82.22,low,Karthik Verma,51.0,
83.4,34.0,0.0,24.64,6.0,84.0,5,21.0,0.0,68.11,CIVIL,25G31B3802,-35.0,50.0,99.0,low,1336.0,ravi.kumar102@gmail.com,31.89,medium,3.4,65.8,0.0,53.0,dr..rajesh.kumar89@gmail.com,3.0,70.0,99.0,Dr. Rajesh Kumar,78.0,71.0,100.0,low,Ravi Kumar,50.0,43.0
74.62,77.0,0.0,28.77,5.0,60.0,4,15.0,0.0,61.54,CSE(AI),25G31B2255,-8.0,88.0,88.0,low,1337.0,aarav.kapoor139@gmail.com,38.46,medium,7.7,63.0,0.0,64.0,dr..suresh.iyer85@gmail.com,3.0,50.0,62.0,Dr. Suresh Iyer,60.0,68.0,70.45,low,Aarav Kapoor,88.0,
81.97,49.0,0.0,20.91,5.0,96.0,4,25.0,0.0,82.12,CSE,25G31B1332,-8.0,47.0,120.0,low,1338.0,zara.joshi911@gmail.com,17.88,high,4.9,84.75,0.0,95.0,prof..kavya.pillai61@gmail.com,3.0,83.33,116.01,Prof. Kavya Pillai,70.0,78.0,96.67,low,Zara Joshi,47.0,
74.79,90.0,0.0,22.01,5.0,53.0,4,26.0,0.0,81.59,CDS,25G31B8567,21.0,51.0,102.0,low,1339.0,pari.nair105@gmail.com,18.41,high,9.0,79.75,0.0,95.0,dr..nitin.verma69@gmail.com,3.0,86.67,81.0,Dr. Nitin Verma,96.0,75.0,79.41,low,Pari Nair,51.0,
58.9,47.0,0.0,43.41,5.0,74.0,4,10.0,0.0,57.81,ECE,25G31A4961,-6.0,87.0,97.0,normal,1340.0,arjun.chopra351@gmail.com,42.19,medium,4.7,73.25,0.0,79.0,dr..nitin.verma27@gmail.com,3.0,33.33,51.0,Dr. Nitin Verma,67.0,73.0,52.58,medium,Arjun Chopra,87.0,
86.38,38.0,0.0,19.65,6.0,80.0,5,24.0,0.0,79.26,EEE,25G31B2863,-18.0,66.0,113.0,low,1341.0,aryan.chopra436@gmail.com,20.74,high,3.8,80.8,0.0,93.0,prof..kavya.pillai58@gmail.com,3.0,80.0,112.0,Prof. Kavya Pillai,92.0,65.0,99.12,low,Aryan Chopra,66.0,74.0
56.69,34.0,0.0,39.06,5.0,60.0,4,30.0,0.0,79.45,MECH,25G31A8003,-22.0,40.0,119.0,low,1342.0,ananya.kapoor834@gmail.com,20.55,high,3.4,78.5,0.0,94.0,prof..priya.sharma44@gmail.com,3.0,100.0,77.0,Prof. Priya Sharma,69.0,91.0,64.71,low,Ananya Kapoor,40.0,
48.89,39.0,0.0,44.4,5.0,76.0,4,30.0,0.0,76.66,CIVIL,25G31B3833,-1.0,48.0,89.0,low,1343.0,aditya.malhotra994@gmail.com,23.34,high,3.9,74.75,0.0,74.0,dr..suresh.iyer58@gmail.com,3.0,100.0,45.0,Dr. Suresh Iyer,74.0,75.0,50.56,medium,Aditya Malhotra,48.0,
81.57,21.0,0.0,28.24,6.0,56.0,5,18.0,0.0,64.09,CSE(AI),25G31B5844,-4.0,59.0,120.0,low,1344.0,simran.singh225@gmail.com,35.91,medium,2.1,65.6,0.0,58.0,prof..priya.sharma56@gmail.com,3.0,60.0,116.01,Prof. Priya Sharma,81.0,56.0,96.67,low,Simran Singh,59.0,77.0
88.96,53.0,0.0,18.87,6.0,85.0,5,16.0,0.0,73.09,CSE,25G31A9414,-6.0,72.0,95.0,low,1345.0,pari.bajaj490@gmail.com,26.91,high,5.3,82.2,0.0,75.0,dr..anil.singh41@gmail.com,3.0,53.33,94.0,Dr. Anil Singh,93.0,71.0,98.95,low,Pari Bajaj,72.0,87.0
89.93,57.0,0.0,17.97,6.0,77.0,5,22.0,0.0,68.54,CDS,25G31B9411,-18.0,94.0,92.0,low,1346.0,meera.kumar962@gmail.com,31.46,medium,5.7,60.4,0.0,73.0,dr..vikram.reddy75@gmail.com,3.0,73.33,86.0,Dr. Vikram Reddy,63.0,44.0,93.48,low,Meera Kumar,94.0,45.0
52.02,61.0,0.0,42.53,6.0,94.0,5,21.0,0.0,71.65,ECE,25G31A4081,7.0,81.0,106.0,low,1347.0,kumar.gupta249@gmail.com,28.35,high,6.1,79.6,0.0,96.0,dr..anil.singh41@gmail.com,3.0,70.0,45.0,Dr. Anil Singh,60.0,81.0,42.45,medium,Kumar Gupta,81.0,67.0
71.75,93.0,0.0,23.11,6.0,83.0,5,26.0,0.0,84.91,EEE,25G31A9677,10.0,52.0,117.0,low,1348.0,sneha.dasgupta964@gmail.com,15.09,high,9.3,87.0,0.0,95.0,prof..meera.desai53@gmail.com,3.0,86.67,87.0,Prof. Meera Desai,74.0,99.0,74.36,low,Sneha Dasgupta,52.0,84.0
76.5,94.0,0.0,23.06,6.0,62.0,5,22.0,0.0,71.47,MECH,25G31A6356,-12.0,74.0,87.0,low,1349.0,rahul.sharma893@gmail.com,28.53,high,9.4,66.6,0.0,81.0,dr..sanjay.joshi18@gmail.com,3.0,73.33,65.0,Dr. Sanjay Joshi,73.0,56.0,74.71,low,Rahul Sharma,74.0,61.0
65.39,79.0,0.0,29.7,5.0,43.0,4,30.0,0.0,76.88,CIVIL,25G31A8120,-27.0,49.0,91.0,low,1350.0,ananya.srivastava696@gmail.com,23.12,high,7.9,66.25,0.0,51.0,dr..harish.rao28@gmail.com,3.0,100.0,62.0,Dr. Harish Rao,72.0,99.0,68.13,low,Ananya Srivastava,49.0,
74.93,79.0,0.0,27.54,5.0,57.0,4,16.0,0.0,65.06,CSE(AI),25G31B1424,-2.0,46.0,92.0,low,1351.0,deepak.bajaj851@gmail.com,34.94,medium,7.9,67.75,0.0,58.0,prof..divya.srivastava42@gmail.com,3.0,53.33,76.0,Prof. Divya Srivastava,77.0,79.0,82.61,low,Deepak Bajaj,46.0,
86.07,44.0,0.0,21.23,5.0,72.0,4,20.0,0.0,72.36,CSE,25G31A6995,13.0,70.0,120.0,low,1352.0,rahul.bhatnagar224@gmail.com,27.64,high,4.4,74.5,0.0,83.0,prof..isha.mishra98@gmail.com,3.0,66.67,116.01,Prof. Isha Mishra,78.0,65.0,96.67,low,Rahul Bhatnagar,70.0,
84.07,96.0,0.0,15.58,5.0,76.0,4,26.0,0.0,79.91,CDS,25G31A7649,-21.0,56.0,104.0,low,1353.0,diya.singh896@gmail.com,20.09,high,9.6,73.0,0.0,83.0,dr..anil.singh83@gmail.com,3.0,86.67,94.0,Dr. Anil Singh,56.0,77.0,90.38,low,Diya Singh,56.0,
78.04,36.0,0.0,27.14,6.0,60.0,5,23.0,0.0,71.31,ECE,25G31B6906,26.0,40.0,118.0,low,1354.0,harish.menon129@gmail.com,28.69,high,3.6,69.6,0.0,76.0,dr..suresh.iyer19@gmail.com,3.0,76.67,112.0,Dr. Suresh Iyer,53.0,80.0,94.92,low,Harish Menon,40.0,79.0
86.83,87.0,0.0,17.16,6.0,99.0,5,17.0,0.0,72.87,EEE,25G31B9614,-22.0,45.0,80.0,low,1355.0,kavya.dasgupta312@gmail.com,27.13,high,8.7,77.0,0.0,60.0,prof..anjali.menon32@gmail.com,3.0,56.67,79.0,Prof. Anjali Menon,79.0,90.0,98.75,low,Kavya Dasgupta,45.0,57.0
82.84,57.0,0.0,21.01,6.0,58.0,5,24.0,0.0,75.78,MECH,25G31B8634,-10.0,81.0,85.0,low,1356.0,suresh.iyer982@gmail.com,24.22,high,5.7,73.0,0.0,87.0,prof..shreya.nair14@gmail.com,3.0,80.0,74.0,Prof. Shreya Nair,81.0,68.0,87.06,low,Suresh Iyer,81.0,71.0
88.02,49.0,0.0,23.15,6.0,46.0,5,12.0,0.0,59.35,CIVIL,25G31A9781,-4.0,92.0,106.0,normal,1357.0,esha.chopra471@gmail.com,40.65,medium,4.9,63.4,0.0,42.0,dr..vikram.reddy83@gmail.com,3.0,40.0,98.0,Dr. Vikram Reddy,75.0,83.0,92.45,low,Esha Chopra,92.0,71.0
95.5,95.0,0.0,13.98,6.0,96.0,5,10.0,0.0,60.77,CSE(AI),25G31B9432,-17.0,80.0,86.0,low,1358.0,kumar.agarwal625@gmail.com,39.23,medium,9.5,63.4,0.0,42.0,dr..rajesh.kumar84@gmail.com,3.0,33.33,86.0,Dr. Rajesh Kumar,66.0,64.0,100.0,low,Kumar Agarwal,80.0,49.0
78.86,53.0,0.0,24.95,6.0,93.0,5,19.0,0.0,74.58,CSE,25G31A5699,-12.0,69.0,82.0,low,1359.0,suresh.das242@gmail.com,25.42,high,5.3,82.2,0.0,82.0,prof..anjali.menon82@gmail.com,3.0,63.33,70.0,Prof. Anjali Menon,80.0,88.0,85.37,low,Suresh Das,69.0,68.0
74.53,77.0,0.0,28.76,5.0,64.0,4,14.0,0.0,62.53,CDS,25G31A3502,-8.0,95.0,120.0,low,1360.0,vinod.reddy288@gmail.com,37.47,medium,7.7,67.0,0.0,84.0,dr..rajesh.kumar33@gmail.com,3.0,46.67,82.0,Dr. Rajesh Kumar,56.0,64.0,68.33,low,Vinod Reddy,95.0,
48.9,58.0,0.0,42.76,5.0,82.0,4,28.0,0.0,77.61,ECE,25G31A5375,13.0,67.0,99.0,low,1361.0,aarav.chatterjee350@gmail.com,22.39,high,5.8,78.75,0.0,80.0,dr..harish.rao69@gmail.com,3.0,93.33,42.0,Dr. Harish Rao,83.0,70.0,42.42,medium,Aarav Chatterjee,67.0,
90.5,97.0,0.0,13.79,5.0,86.0,4,17.0,0.0,72.92,EEE,25G31A8085,-35.0,73.0,92.0,low,1362.0,suresh.das989@gmail.com,27.08,high,9.7,75.0,0.0,73.0,prof..meera.desai48@gmail.com,3.0,56.67,87.0,Prof. Meera Desai,53.0,88.0,94.57,low,Suresh Das,73.0,
86.99,57.0,0.0,17.57,5.0,83.0,4,25.0,0.0,78.4,MECH,25G31B1468,15.0,65.0,82.0,low,1363.0,arjun.verma112@gmail.com,21.6,high,5.7,75.0,0.0,68.0,prof..anjali.menon57@gmail.com,3.0,83.33,80.0,Prof. Anjali Menon,82.0,67.0,97.56,low,Arjun Verma,65.0,
49.28,26.0,0.0,52.63,5.0,71.0,4,12.0,0.0,52.07,CIVIL,25G31A8482,31.0,60.0,109.0,normal,1364.0,kumar.patel539@gmail.com,47.93,medium,2.6,62.75,0.0,67.0,dr..sanjay.joshi38@gmail.com,3.0,40.0,54.0,Dr. Sanjay Joshi,72.0,41.0,49.54,medium,Kumar Patel,60.0,
