S.NO,NAME,RNO,EMAIL,DEPT,YEAR,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM6,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10,computed_features,performance_label,risk_label,dropout_label,performance_overall,risk_score,dropout_score,23G31A1001,Arjun Menon,CSE,1,2,avg_marks=78;attendance=85;behavior=8.5,high,low,low.1,82.4,18.6,15.2,reg_number,student_id,name,email,department,year,semester,mentor_name,mentor_email,sem1,sem2,sem3,sem4,sem5,sem6,sem7,sem8,age,total_marks,attendance,cgpa,backlog_count,AGE
1237.0,Neha Agarwal,24G31A6425,neha.agarwal555@gmail.com,MECH,2.0,3.0,Prof. Isha Mishra,prof..isha.mishra40@gmail.com,81.0,86.0,,0.0,0.0,0.0,0.0,0.0,10.0,99.0,46.0,81.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1238.0,Ritika Rao,24G31A4958,ritika.rao389@gmail.com,CIVIL,2.0,4.0,Prof. Priya Sharma,prof..priya.sharma45@gmail.com,73.0,85.0,91.0,,0.0,0.0,0.0,0.0,11.0,92.0,85.0,61.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239.0,Amit Mishra,24G31B2087,amit.mishra601@gmail.com,CSE(AI),2.0,3.0,Prof. Divya Srivastava,prof..divya.srivastava44@gmail.com,80.0,83.0,,0.0,0.0,0.0,0.0,0.0,11.0,96.0,92.0,62.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240.0,Isha Kapoor,24G31A2278,isha.kapoor744@gmail.com,CSE,2.0,3.0,Dr. Sanjay Joshi,dr..sanjay.joshi97@gmail.com,71.0,83.0,,0.0,0.0,0.0,0.0,0.0,29.0,91.0,47.0,76.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241.0,Esha Mishra,24G31B6299,esha.mishra450@gmail.com,CDS,2.0,4.0,Dr. Vikram Reddy,dr..vikram.reddy22@gmail.com,56.0,50.0,97.0,,0.0,0.0,0.0,0.0,14.0,109.0,104.0,94.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1242.0,Ashok Joshi,24G31B4081,ashok.joshi543@gmail.com,ECE,2.0,3.0,Prof. Meera Desai,prof..meera.desai65@gmail.com,79.0,91.0,,0.0,0.0,0.0,0.0,0.0,18.0,96.0,52.0,82.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243.0,Pari Chopra,24G31A1558,pari.chopra449@gmail.com,EEE,2.0,3.0,Prof. Meera Desai,prof..meera.desai90@gmail.com,84.0,52.0,,0.0,0.0,0.0,0.0,0.0,12.0,113.0,97.0,85.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244.0,Priya Bhat,24G31B2753,priya.bhat810@gmail.com,MECH,2.0,3.0,Prof. Shreya Nair,prof..shreya.nair93@gmail.com,71.0,56.0,,0.0,0.0,0.0,0.0,0.0,27.0,107.0,91.0,57.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1245.0,Ria Nair,24G31B6309,ria.nair436@gmail.com,CIVIL,2.0,3.0,Dr. Rohan Kapoor,dr..rohan.kapoor49@gmail.com,62.0,47.0,,0.0,0.0,0.0,0.0,0.0,21.0,83.0,64.0,83.0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246.0,Sneha Dutta,24G31B2930,sneha.dutta427@gmail.com,CSE(AI),2.0,4.0,Dr. Rohan Kapoor,dr..rohan.kapoor36@gmail.com,66.0,41.0,68.0,,0.0,0.0,0.0,0.0,10.0,100.0,88.0,42.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247.0,Esha Iyer,24G31B1513,esha.iyer833@gmail.com,CSE,2.0,3.0,Prof. Priya Sharma,prof..priya.sharma15@gmail.com,75.0,85.0,,0.0,0.0,0.0,0.0,0.0,19.0,108.0,75.0,65.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248.0,Mohan Bhat,24G31B1421,mohan.bhat827@gmail.com,CDS,2.0,3.0,Dr. Nitin Verma,dr..nitin.verma64@gmail.com,85.0,98.0,,0.0,0.0,0.0,0.0,0.0,13.0,88.0,58.0,74.0,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249.0,Divya Rao,24G31B5041,divya.rao118@gmail.com,ECE,2.0,4.0,Prof. Anjali Menon,prof..anjali.menon93@gmail.com,57.0,52.0,59.0,,0.0,0.0,0.0,0.0,21.0,110.0,102.0,84.0,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250.0,Vinod Mishra,24G31B2557,vinod.mishra951@gmail.com,EEE,2.0,3.0,Dr. Rajesh Kumar,dr..rajesh.kumar34@gmail.com,80.0,81.0,,0.0,0.0,0.0,0.0,0.0,15.0,98.0,74.0,48.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251.0,Avni Das,24G31B9118,avni.das420@gmail.com,MECH,2.0,4.0,Prof. Anjali Menon,prof..anjali.menon97@gmail.com,59.0,64.0,78.0,,0.0,0.0,0.0,0.0,20.0,113.0,63.0,47.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252.0,Anjali Mishra,24G31A4448,anjali.mishra637@gmail.com,CIVIL,2.0,4.0,Dr. Nitin Verma,dr..nitin.verma20@gmail.com,98.0,83.0,82.0,,0.0,0.0,0.0,0.0,23.0,98.0,95.0,90.0,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253.0,Bhavna Bajaj,24G31A9849,bhavna.bajaj881@gmail.com,CSE(AI),2.0,3.0,Prof. Priya Sharma,prof..priya.sharma59@gmail.com,88.0,67.0,,0.0,0.0,0.0,0.0,0.0,30.0,88.0,79.0,88.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1254.0,Bhavna Verma,24G31B5797,bhavna.verma814@gmail.com,CSE,2.0,4.0,Dr. Harish Rao,dr..harish.rao54@gmail.com,68.0,54.0,83.0,,0.0,0.0,0.0,0.0,24.0,90.0,71.0,92.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255.0,Anjali Joshi,24G31A9476,anjali.joshi159@gmail.com,CDS,2.0,4.0,Prof. Kavya Pillai,prof..kavya.pillai84@gmail.com,67.0,44.0,76.0,,0.0,0.0,0.0,0.0,21.0,108.0,80.0,55.0,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256.0,Ritika Verma,24G31B3206,ritika.verma943@gmail.com,ECE,2.0,3.0,Prof. Anjali Menon,prof..anjali.menon91@gmail.com,73.0,75.0,,0.0,0.0,0.0,0.0,0.0,20.0,109.0,105.0,89.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257.0,Avni Bhat,24G31A8592,avni.bhat267@gmail.com,EEE,2.0,4.0,Dr. Nitin Verma,dr..nitin.verma55@gmail.com,55.0,88.0,54.0,,0.0,0.0,0.0,0.0,13.0,113.0,111.0,56.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258.0,Arjun Chopra,24G31A3924,arjun.chopra573@gmail.com,MECH,2.0,3.0,Prof. Divya Srivastava,prof..divya.srivastava56@gmail.com,99.0,79.0,,0.0,0.0,0.0,0.0,0.0,16.0,94.0,66.0,42.0,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259.0,Karthik Nair,24G31A1252,karthik.nair389@gmail.com,CIVIL,2.0,4.0,Prof. Isha Mishra,prof..isha.mishra77@gmail.com,54.0,57.0,74.0,,0.0,0.0,0.0,0.0,11.0,90.0,80.0,44.0,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1260.0,Tanvi Agarwal,24G31B5567,tanvi.agarwal838@gmail.com,CSE(AI),2.0,4.0,Dr. Rohan Kapoor,dr..rohan.kapoor26@gmail.com,88.0,80.0,67.0,,0.0,0.0,0.0,0.0,26.0,105.0,102.0,90.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261.0,Sandeep Joshi,24G31A2514,sandeep.joshi994@gmail.com,CSE,2.0,4.0,Dr. Nitin Verma,dr..nitin.verma56@gmail.com,59.0,79.0,42.0,,0.0,0.0,0.0,0.0,28.0,120.0,116.01,65.0,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1262.0,Kumar Malhotra,24G31B1969,kumar.malhotra531@gmail.com,CDS,2.0,3.0,Dr. Sanjay Joshi,dr..sanjay.joshi16@gmail.com,65.0,72.0,,0.0,0.0,0.0,0.0,0.0,10.0,83.0,80.0,50.0,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263.0,Kavya Rao,24G31A6989,kavya.rao644@gmail.com,ECE,2.0,4.0,Prof. Isha Mishra,prof..isha.mishra34@gmail.com,83.0,44.0,61.0,,0.0,0.0,0.0,0.0,25.0,93.0,39.0,46.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264.0,Ajay Srivastava,24G31B9281,ajay.srivastava738@gmail.com,EEE,2.0,3.0,Dr. Harish Rao,dr..harish.rao12@gmail.com,72.0,57.0,,0.0,0.0,0.0,0.0,0.0,17.0,82.0,72.0,47.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265.0,Simran Joshi,24G31A1120,simran.joshi151@gmail.com,MECH,2.0,3.0,Dr. Suresh Iyer,dr..suresh.iyer46@gmail.com,93.0,82.0,,0.0,0.0,0.0,0.0,0.0,29.0,112.0,74.0,93.0,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266.0,Swati Dasgupta,24G31B7774,swati.dasgupta745@gmail.com,CIVIL,2.0,3.0,Dr. Sanjay Joshi,dr..sanjay.joshi99@gmail.com,74.0,84.0,,0.0,0.0,0.0,0.0,0.0,28.0,93.0,79.0,93.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267.0,Esha Singh,24G31B1813,esha.singh632@gmail.com,CSE(AI),2.0,3.0,Dr. Rajesh Kumar,dr..rajesh.kumar96@gmail.com,62.0,52.0,,0.0,0.0,0.0,0.0,0.0,29.0,81.0,75.0,86.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268.0,Suresh Bhat,24G31A4827,suresh.bhat354@gmail.com,CSE,2.0,3.0,Prof. Isha Mishra,prof..isha.mishra52@gmail.com,88.0,74.0,,0.0,0.0,0.0,0.0,0.0,22.0,90.0,76.0,83.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269.0,Kumar Chatterjee,24G31A5524,kumar.chatterjee483@gmail.com,CDS,2.0,3.0,Prof. Shreya Nair,prof..shreya.nair49@gmail.com,95.0,68.0,,0.0,0.0,0.0,0.0,0.0,13.0,90.0,59.0,54.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270.0,Siddharth Bhat,24G31B9417,siddharth.bhat358@gmail.com,ECE,2.0,4.0,Dr. Vikram Reddy,dr..vikram.reddy19@gmail.com,73.0,78.0,58.0,,0.0,0.0,0.0,0.0,14.0,100.0,98.0,95.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271.0,Celina Mishra,24G31B1911,celina.mishra974@gmail.com,EEE,2.0,3.0,Dr. Nitin Verma,dr..nitin.verma75@gmail.com,50.0,73.0,,0.0,0.0,0.0,0.0,0.0,15.0,103.0,81.0,86.0,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272.0,Deepak Iyer,24G31B6973,deepak.iyer132@gmail.com,MECH,2.0,3.0,Dr. Rajesh Kumar,dr..rajesh.kumar72@gmail.com,67.0,68.0,,0.0,0.0,0.0,0.0,0.0,22.0,86.0,75.0,63.0,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1273.0,Celina Bhat,24G31A1352,celina.bhat795@gmail.com,CIVIL,2.0,3.0,Prof. Meera Desai,prof..meera.desai63@gmail.com,56.0,80.0,,0.0,0.0,0.0,0.0,0.0,19.0,107.0,92.0,68.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1274.0,Ananya Bhatnagar,24G31A5199,ananya.bhatnagar532@gmail.com,CSE(AI),2.0,4.0,Prof. Kavya Pillai,prof..kavya.pillai15@gmail.com,84.0,70.0,48.0,,0.0,0.0,0.0,0.0,17.0,91.0,43.0,89.0,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275.0,Isha Das,24G31A3758,isha.das952@gmail.com,CSE,2.0,4.0,Prof. Isha Mishra,prof..isha.mishra64@gmail.com,84.0,59.0,42.0,,0.0,0.0,0.0,0.0,20.0,84.0,74.0,67.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276.0,Sneha Agarwal,24G31B1067,sneha.agarwal487@gmail.com,CDS,2.0,4.0,Dr. Rajesh Kumar,dr..rajesh.kumar36@gmail.com,78.0,73.0,66.0,,0.0,0.0,0.0,0.0,18.0,101.0,40.0,87.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277.0,Maya Das,24G31A1561,maya.das785@gmail.com,ECE,2.0,4.0,Prof. Isha Mishra,prof..isha.mishra28@gmail.com,68.0,56.0,97.0,,0.0,0.0,0.0,0.0,11.0,94.0,70.0,83.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278.0,Suresh Gupta,24G31A6637,suresh.gupta374@gmail.com,EEE,2.0,3.0,Dr. Nitin Verma,dr..nitin.verma30@gmail.com,79.0,78.0,,0.0,0.0,0.0,0.0,0.0,25.0,106.0,104.0,89.0,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1279.0,Maya Bajaj,24G31A9432,maya.bajaj831@gmail.com,MECH,2.0,3.0,Dr. Rajesh Kumar,dr..rajesh.kumar57@gmail.com,79.0,87.0,,0.0,0.0,0.0,0.0,0.0,29.0,103.0,66.0,61.0,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1280.0,Sakshi Mishra,24G31A6831,sakshi.mishra646@gmail.com,CIVIL,2.0,3.0,Prof. Shreya Nair,prof..shreya.nair12@gmail.com,83.0,60.0,,0.0,0.0,0.0,0.0,0.0,15.0,111.0,104.0,95.0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281.0,Aryan Das,24G31B4543,aryan.das894@gmail.com,CSE(AI),2.0,4.0,Prof. Anjali Menon,prof..anjali.menon43@gmail.com,80.0,84.0,84.0,,0.0,0.0,0.0,0.0,13.0,105.0,89.0,50.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1282.0,Sakshi Joshi,24G31A1697,sakshi.joshi429@gmail.com,CSE,2.0,3.0,Prof. Isha Mishra,prof..isha.mishra36@gmail.com,60.0,71.0,,0.0,0.0,0.0,0.0,0.0,20.0,86.0,73.0,73.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1283.0,Rajesh Sharma,24G31A9486,rajesh.sharma886@gmail.com,CDS,2.0,3.0,Prof. Isha Mishra,prof..isha.mishra12@gmail.com,66.0,65.0,,0.0,0.0,0.0,0.0,0.0,29.0,98.0,89.0,92.0,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284.0,Arjun Sharma,24G31A1015,arjun.sharma957@gmail.com,ECE,2.0,3.0,Prof. Ritika Malhotra,prof..ritika.malhotra65@gmail.com,68.0,61.0,,0.0,0.0,0.0,0.0,0.0,28.0,81.0,77.0,53.0,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1285.0,Rahul Kumar,24G31A3441,rahul.kumar612@gmail.com,EEE,2.0,4.0,Prof. Anjali Menon,prof..anjali.menon41@gmail.com,56.0,79.0,56.0,,0.0,0.0,0.0,0.0,13.0,91.0,68.0,66.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1286.0,Rahul Rao,24G31A9097,rahul.rao717@gmail.com,MECH,2.0,4.0,Dr. Anil Singh,dr..anil.singh60@gmail.com,61.0,91.0,89.0,,0.0,0.0,0.0,0.0,19.0,84.0,64.0,59.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1287.0,Ria Dasgupta,24G31B1256,ria.dasgupta289@gmail.com,CIVIL,2.0,4.0,Prof. Isha Mishra,prof..isha.mishra49@gmail.com,79.0,40.0,73.0,,0.0,0.0,0.0,0.0,12.0,84.0,64.0,91.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288.0,Tanvi Bansal,24G31A9130,tanvi.bansal332@gmail.com,CSE(AI),2.0,4.0,Prof. Kavya Pillai,prof..kavya.pillai79@gmail.com,62.0,66.0,66.0,,0.0,0.0,0.0,0.0,10.0,83.0,63.0,66.0,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1289.0,Divya Bhat,24G31A9921,divya.bhat503@gmail.com,CSE,2.0,4.0,Dr. Sanjay Joshi,dr..sanjay.joshi27@gmail.com,80.0,75.0,80.0,,0.0,0.0,0.0,0.0,27.0,112.0,66.0,54.0,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1290.0,Ria Chopra,24G31A8255,ria.chopra249@gmail.com,CDS,2.0,4.0,Dr. Rajesh Kumar,dr..rajesh.kumar26@gmail.com,72.0,95.0,44.0,,0.0,0.0,0.0,0.0,23.0,83.0,71.0,60.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291.0,Vivek Malhotra,24G31A8151,vivek.malhotra285@gmail.com,ECE,2.0,3.0,Prof. Priya Sharma,prof..priya.sharma55@gmail.com,97.0,73.0,,0.0,0.0,0.0,0.0,0.0,19.0,90.0,80.0,88.0,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1292.0,Pari Chopra,24G31A4054,pari.chopra410@gmail.com,EEE,2.0,4.0,Prof. Isha Mishra,prof..isha.mishra53@gmail.com,97.0,92.0,82.0,,0.0,0.0,0.0,0.0,29.0,120.0,102.0,68.0,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293.0,Arjun Mishra,24G31B4964,arjun.mishra207@gmail.com,MECH,2.0,4.0,Prof. Ritika Malhotra,prof..ritika.malhotra72@gmail.com,84.0,54.0,75.0,,0.0,0.0,0.0,0.0,22.0,98.0,49.0,59.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1294.0,Kriti Kapoor,24G31B5076,kriti.kapoor640@gmail.com,CIVIL,2.0,4.0,Dr. Anil Singh,dr..anil.singh77@gmail.com,76.0,43.0,45.0,,0.0,0.0,0.0,0.0,11.0,92.0,45.0,40.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1295.0,Rohan Patel,24G31A4242,rohan.patel353@gmail.com,CSE(AI),2.0,3.0,Prof. Shreya Nair,prof..shreya.nair88@gmail.com,92.0,82.0,,0.0,0.0,0.0,0.0,0.0,10.0,86.0,84.0,44.0,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1296.0,Pari Patel,24G31B8621,pari.patel468@gmail.com,CSE,2.0,4.0,Dr. Vikram Reddy,dr..vikram.reddy14@gmail.com,84.0,51.0,44.0,,0.0,0.0,0.0,0.0,19.0,85.0,50.0,92.0,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1297.0,Nitin Sinha,24G31A1192,nitin.sinha175@gmail.com,CDS,2.0,4.0,Dr. Suresh Iyer,dr..suresh.iyer86@gmail.com,97.0,79.0,60.0,,0.0,0.0,0.0,0.0,27.0,101.0,73.0,86.0,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1298.0,Deepak Kumar,24G31B7035,deepak.kumar867@gmail.com,ECE,2.0,4.0,Dr. Sanjay Joshi,dr..sanjay.joshi51@gmail.com,91.0,95.0,77.0,,0.0,0.0,0.0,0.0,12.0,83.0,47.0,85.0,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299.0,Avni Patel,24G31A9985,avni.patel816@gmail.com,EEE,2.0,4.0,Dr. Nitin Verma,dr..nitin.verma59@gmail.com,75.0,56.0,76.0,,0.0,0.0,0.0,0.0,15.0,114.0,89.0,67.0,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1300.0,Meera Malhotra,24G31A6618,meera.malhotra262@gmail.com,MECH,2.0,3.0,Prof. Ritika Malhotra,prof..ritika.malhotra11@gmail.com,96.0,75.0,,0.0,0.0,0.0,0.0,0.0,16.0,83.0,72.0,70.0,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301.0,Shreya Mishra,25G31A6482,shreya.mishra670@gmail.com,CIVIL,3.0,6.0,Dr. Anil Singh,dr..anil.singh31@gmail.com,72.0,61.0,77.0,64.0,77.0,0.0,0.0,0.0,22.0,119.0,62.0,53.0,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1302.0,Avni Bhat,25G31B3329,avni.bhat395@gmail.com,CSE(AI),3.0,5.0,Prof. Priya Sharma,prof..priya.sharma85@gmail.com,99.0,59.0,83.0,83.0,,0.0,0.0,0.0,27.0,84.0,57.0,64.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1303.0,Zara Sharma,25G31A8146,zara.sharma203@gmail.com,CSE,3.0,5.0,Prof. Anjali Menon,prof..anjali.menon93@gmail.com,78.0,91.0,92.0,73.0,,0.0,0.0,0.0,28.0,115.0,64.0,61.0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1304.0,Neha Joshi,25G31A1261,neha.joshi193@gmail.com,CDS,3.0,5.0,Dr. Nitin Verma,dr..nitin.verma61@gmail.com,67.0,69.0,80.0,78.0,,0.0,0.0,0.0,18.0,82.0,66.0,91.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1305.0,Karthik Saxena,25G31B7194,karthik.saxena349@gmail.com,ECE,3.0,5.0,Dr. Nitin Verma,dr..nitin.verma42@gmail.com,80.0,82.0,75.0,91.0,,0.0,0.0,0.0,16.0,80.0,65.0,81.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306.0,Harish Saxena,25G31A1400,harish.saxena464@gmail.com,EEE,3.0,5.0,Dr. Sanjay Joshi,dr..sanjay.joshi74@gmail.com,95.0,47.0,81.0,84.0,,0.0,0.0,0.0,27.0,110.0,86.0,77.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307.0,Harish Joshi,25G31B6344,harish.joshi346@gmail.com,MECH,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer88@gmail.com,94.0,99.0,48.0,64.0,68.0,0.0,0.0,0.0,23.0,86.0,80.0,55.0,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308.0,Deepak Menon,25G31A6566,deepak.menon508@gmail.com,CIVIL,3.0,6.0,Dr. Suresh Iyer,dr..suresh.iyer46@gmail.com,63.0,89.0,77.0,65.0,46.0,0.0,0.0,0.0,30.0,95.0,49.0,52.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309.0,Anjali Srivastava,25G31B3091,anjali.srivastava667@gmail.com,CSE(AI),3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy47@gmail.com,79.0,94.0,79.0,77.0,65.0,0.0,0.0,0.0,21.0,85.0,58.0,57.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310.0,Divya Agarwal,25G31A2351,divya.agarwal641@gmail.com,CSE,3.0,6.0,Prof. Anjali Menon,prof..anjali.menon29@gmail.com,92.0,75.0,79.0,71.0,93.0,0.0,0.0,0.0,22.0,117.0,79.0,79.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311.0,Shreya Gupta,25G31A7233,shreya.gupta302@gmail.com,CDS,3.0,5.0,Prof. Isha Mishra,prof..isha.mishra68@gmail.com,84.0,90.0,91.0,90.0,,0.0,0.0,0.0,27.0,104.0,81.0,77.0,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312.0,Ria Gupta,25G31A6499,ria.gupta470@gmail.com,ECE,3.0,6.0,Dr. Vikram Reddy,dr..vikram.reddy66@gmail.com,77.0,74.0,72.0,64.0,77.0,0.0,0.0,0.0,16.0,91.0,79.0,59.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313.0,Ritika Bansal,25G31B5343,ritika.bansal166@gmail.com,EEE,3.0,5.0,Prof. Shreya Nair,prof..shreya.nair75@gmail.com,60.0,83.0,79.0,59.0,,0.0,0.0,0.0,16.0,112.0,99.0,82.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314.0,Ritika Bhatnagar,25G31A2532,ritika.bhatnagar851@gmail.com,MECH,3.0,6.0,Prof. Meera Desai,prof..meera.desai64@gmail.com,98.0,76.0,97.0,73.0,53.0,0.0,0.0,0.0,29.0,80.0,70.0,90.0,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315.0,Sanjay Menon,25G31B2876,sanjay.menon755@gmail.com,CIVIL,3.0,6.0,Prof. Divya Srivastava,prof..divya.srivastava17@gmail.com,66.0,72.0,67.0,75.0,58.0,0.0,0.0,0.0,18.0,117.0,76.0,40.0,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316.0,Nisha Desai,25G31B5980,nisha.desai649@gmail.com,CSE(AI),3.0,5.0,Dr. Rajesh Kumar,dr..rajesh.kumar80@gmail.com,59.0,66.0,60.0,72.0,,0.0,0.0,0.0,22.0,101.0,68.0,94.0,7.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
