S.NO,NAME,RNO,EMAIL,DEPT,YEAR,SEM,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10
1249,Divya Rao,24G31B5041,divya.rao118@gmail.com,ECE,2,2-2,4,Prof. Anjali Menon,prof..anjali.menon93@gmail.com,57,52,59,,,,,21,110,102,84,4.2
1250,Vinod Mishra,24G31B2557,vinod.mishra951@gmail.com,EEE,2,2-1,3,Dr. Rajesh Kumar,dr..rajesh.kumar34@gmail.com,80,81,,,,,,15,98,74,48,9.7
1251,Avni Das,24G31B9118,avni.das420@gmail.com,MECH,2,2-2,4,Prof. Anjali Menon,prof..anjali.menon97@gmail.com,59,64,78,,,,,20,113,63,47,2.7
1252,Anjali Mishra,24G31A4448,anjali.mishra637@gmail.com,CIVIL,2,2-2,4,Dr. Nitin Verma,dr..nitin.verma20@gmail.com,98,83,82,,,,,23,98,95,90,3.9
1253,Bhavna Bajaj,24G31A9849,bhavna.bajaj881@gmail.com,CSE(AI),2,2-1,3,Prof. Priya Sharma,prof..priya.sharma59@gmail.com,88,67,,,,,,30,88,79,88,10.0
1254,Bhavna Verma,24G31B5797,bhavna.verma814@gmail.com,CSE,2,2-2,4,Dr. Harish Rao,dr..harish.rao54@gmail.com,68,54,83,,,,,24,90,71,92,3.2
1255,Anjali Joshi,24G31A9476,anjali.joshi159@gmail.com,CDS,2,2-2,4,Prof. Kavya Pillai,prof..kavya.pillai84@gmail.com,67,44,76,,,,,21,108,80,55,10.0
1256,Ritika Verma,24G31B3206,ritika.verma943@gmail.com,ECE,2,2-1,3,Prof. Anjali Menon,prof..anjali.menon91@gmail.com,73,75,,,,,,20,109,105,89,2.2
1257,Avni Bhat,24G31A8592,avni.bhat267@gmail.com,EEE,2,2-2,4,Dr. Nitin Verma,dr..nitin.verma55@gmail.com,55,88,54,,,,,13,113,111,56,4.1
1258,Arjun Chopra,24G31A3924,arjun.chopra573@gmail.com,MECH,2,2-1,3,Prof. Divya Srivastava,prof..divya.srivastava56@gmail.com,99,79,,,,,,16,94,66,42,6.6
1259,Karthik Nair,24G31A1252,karthik.nair389@gmail.com,CIVIL,2,2-2,4,Prof. Isha Mishra,prof..isha.mishra77@gmail.com,54,57,74,,,,,11,90,80,44,9.5
1260,Tanvi Agarwal,24G31B5567,tanvi.agarwal838@gmail.com,CSE(AI),2,2-2,4,Dr. Rohan Kapoor,dr..rohan.kapoor26@gmail.com,88,80,67,,,,,26,105,102,90,7.2
1261,Sandeep Joshi,24G31A2514,sandeep.joshi994@gmail.com,CSE,2,2-2,4,Dr. Nitin Verma,dr..nitin.verma56@gmail.com,59,79,42,,,,,28,120,119,65,1.2
1262,Kumar Malhotra,24G31B1969,kumar.malhotra531@gmail.com,CDS,2,2-1,3,Dr. Sanjay Joshi,dr..sanjay.joshi16@gmail.com,65,72,,,,,,10,83,80,50,5.1
1263,Kavya Rao,24G31A6989,kavya.rao644@gmail.com,ECE,2,2-2,4,Prof. Isha Mishra,prof..isha.mishra34@gmail.com,83,44,61,,,,,25,93,39,46,4.4
1264,Ajay Srivastava,24G31B9281,ajay.srivastava738@gmail.com,EEE,2,2-1,3,Dr. Harish Rao,dr..harish.rao12@gmail.com,72,57,,,,,,17,82,72,47,3.5
1265,Simran Joshi,24G31A1120,simran.joshi151@gmail.com,MECH,2,2-1,3,Dr. Suresh Iyer,dr..suresh.iyer46@gmail.com,93,82,,,,,,29,112,74,93,8.2
1266,Swati Dasgupta,24G31B7774,swati.dasgupta745@gmail.com,CIVIL,2,2-1,3,Dr. Sanjay Joshi,dr..sanjay.joshi99@gmail.com,74,84,,,,,,28,93,79,93,6.5
1267,Esha Singh,24G31B1813,esha.singh632@gmail.com,CSE(AI),2,2-1,3,Dr. Rajesh Kumar,dr..rajesh.kumar96@gmail.com,62,52,,,,,,29,81,75,86,3.6
1268,Suresh Bhat,24G31A4827,suresh.bhat354@gmail.com,CSE,2,2-1,3,Prof. Isha Mishra,prof..isha.mishra52@gmail.com,88,74,,,,,,22,90,76,83,2.1
1269,Kumar Chatterjee,24G31A5524,kumar.chatterjee483@gmail.com,CDS,2,2-1,3,Prof. Shreya Nair,prof..shreya.nair49@gmail.com,95,68,,,,,,13,90,59,54,2.2
1270,Siddharth Bhat,24G31B9417,siddharth.bhat358@gmail.com,ECE,2,2-2,4,Dr. Vikram Reddy,dr..vikram.reddy19@gmail.com,73,78,58,,,,,14,100,98,95,8.6
1271,Celina Mishra,24G31B1911,celina.mishra974@gmail.com,EEE,2,2-1,3,Dr. Nitin Verma,dr..nitin.verma75@gmail.com,50,73,,,,,,15,103,81,86,8.5
1272,Deepak Iyer,24G31B6973,deepak.iyer132@gmail.com,MECH,2,2-1,3,Dr. Rajesh Kumar,dr..rajesh.kumar72@gmail.com,67,68,,,,,,22,86,75,63,3.5
1273,Celina Bhat,24G31A1352,celina.bhat795@gmail.com,CIVIL,2,2-1,3,Prof. Meera Desai,prof..meera.desai63@gmail.com,56,80,,,,,,19,107,92,68,3.6
1274,Ananya Bhatnagar,24G31A5199,ananya.bhatnagar532@gmail.com,CSE(AI),2,2-2,4,Prof. Kavya Pillai,prof..kavya.pillai15@gmail.com,84,70,48,,,,,17,91,43,89,6.5
1275,Isha Das,24G31A3758,isha.das952@gmail.com,CSE,2,2-2,4,Prof. Isha Mishra,prof..isha.mishra64@gmail.com,84,59,42,,,,,20,84,74,67,9.7
1276,Sneha Agarwal,24G31B1067,sneha.agarwal487@gmail.com,CDS,2,2-2,4,Dr. Rajesh Kumar,dr..rajesh.kumar36@gmail.com,78,73,66,,,,,18,101,40,87,5.2
1277,Maya Das,24G31A1561,maya.das785@gmail.com,ECE,2,2-2,4,Prof. Isha Mishra,prof..isha.mishra28@gmail.com,68,56,97,,,,,11,94,70,83,9.3
1278,Suresh Gupta,24G31A6637,suresh.gupta374@gmail.com,EEE,2,2-1,3,Dr. Nitin Verma,dr..nitin.verma30@gmail.com,79,78,,,,,,25,106,104,89,4.8
1279,Maya Bajaj,24G31A9432,maya.bajaj831@gmail.com,MECH,2,2-1,3,Dr. Rajesh Kumar,dr..rajesh.kumar57@gmail.com,79,87,,,,,,29,103,66,61,9.2
1280,Sakshi Mishra,24G31A6831,sakshi.mishra646@gmail.com,CIVIL,2,2-1,3,Prof. Shreya Nair,prof..shreya.nair12@gmail.com,83,60,,,,,,15,111,104,95,1.3
1281,Aryan Das,24G31B4543,aryan.das894@gmail.com,CSE(AI),2,2-2,4,Prof. Anjali Menon,prof..anjali.menon43@gmail.com,80,84,84,,,,,13,105,89,50,1.4
1282,Sakshi Joshi,24G31A1697,sakshi.joshi429@gmail.com,CSE,2,2-1,3,Prof. Isha Mishra,prof..isha.mishra36@gmail.com,60,71,,,,,,20,86,73,73,7.0
1283,Rajesh Sharma,24G31A9486,rajesh.sharma886@gmail.com,CDS,2,2-1,3,Prof. Isha Mishra,prof..isha.mishra12@gmail.com,66,65,,,,,,29,98,89,92,5.4
1284,Arjun Sharma,24G31A1015,arjun.sharma957@gmail.com,ECE,2,2-1,3,Prof. Ritika Malhotra,prof..ritika.malhotra65@gmail.com,68,61,,,,,,28,81,77,53,1.7
1285,Rahul Kumar,24G31A3441,rahul.kumar612@gmail.com,EEE,2,2-2,4,Prof. Anjali Menon,prof..anjali.menon41@gmail.com,56,79,56,,,,,13,91,68,66,8.0
1286,Rahul Rao,24G31A9097,rahul.rao717@gmail.com,MECH,2,2-2,4,Dr. Anil Singh,dr..anil.singh60@gmail.com,61,91,89,,,,,19,84,64,59,2.1
1287,Ria Dasgupta,24G31B1256,ria.dasgupta289@gmail.com,CIVIL,2,2-2,4,Prof. Isha Mishra,prof..isha.mishra49@gmail.com,79,40,73,,,,,12,84,64,91,5.3
1288,Tanvi Bansal,24G31A9130,tanvi.bansal332@gmail.com,CSE(AI),2,2-2,4,Prof. Kavya Pillai,prof..kavya.pillai79@gmail.com,62,66,66,,,,,10,83,63,66,6.8
1289,Divya Bhat,24G31A9921,divya.bhat503@gmail.com,CSE,2,2-2,4,Dr. Sanjay Joshi,dr..sanjay.joshi27@gmail.com,80,75,80,,,,,27,112,66,54,4.1
1290,Ria Chopra,24G31A8255,ria.chopra249@gmail.com,CDS,2,2-2,4,Dr. Rajesh Kumar,dr..rajesh.kumar26@gmail.com,72,95,44,,,,,23,83,71,60,7.4
1291,Vivek Malhotra,24G31A8151,vivek.malhotra285@gmail.com,ECE,2,2-1,3,Prof. Priya Sharma,prof..priya.sharma55@gmail.com,97,73,,,,,,19,90,80,88,8.3
1292,Pari Chopra,24G31A4054,pari.chopra410@gmail.com,EEE,2,2-2,4,Prof. Isha Mishra,prof..isha.mishra53@gmail.com,97,92,82,,,,,29,120,102,68,7.7
1293,Arjun Mishra,24G31B4964,arjun.mishra207@gmail.com,MECH,2,2-2,4,Prof. Ritika Malhotra,prof..ritika.malhotra72@gmail.com,84,54,75,,,,,22,98,49,59,2.2
1294,Kriti Kapoor,24G31B5076,kriti.kapoor640@gmail.com,CIVIL,2,2-2,4,Dr. Anil Singh,dr..anil.singh77@gmail.com,76,43,45,,,,,11,92,45,40,1.8
1295,Rohan Patel,24G31A4242,rohan.patel353@gmail.com,CSE(AI),2,2-1,3,Prof. Shreya Nair,prof..shreya.nair88@gmail.com,92,82,,,,,,10,86,84,44,6.7
1296,Pari Patel,24G31B8621,pari.patel468@gmail.com,CSE,2,2-2,4,Dr. Vikram Reddy,dr..vikram.reddy14@gmail.com,84,51,44,,,,,19,85,50,92,9.3
1297,Nitin Sinha,24G31A1192,nitin.sinha175@gmail.com,CDS,2,2-2,4,Dr. Suresh Iyer,dr..suresh.iyer86@gmail.com,97,79,60,,,,,27,101,73,86,6.3
1298,Deepak Kumar,24G31B7035,deepak.kumar867@gmail.com,ECE,2,2-2,4,Dr. Sanjay Joshi,dr..sanjay.joshi51@gmail.com,91,95,77,,,,,12,83,47,85,7.4
1299,Avni Patel,24G31A9985,avni.patel816@gmail.com,EEE,2,2-2,4,Dr. Nitin Verma,dr..nitin.verma59@gmail.com,75,56,76,,,,,15,114,89,67,5.7
1300,Meera Malhotra,24G31A6618,meera.malhotra262@gmail.com,MECH,2,2-1,3,Prof. Ritika Malhotra,prof..ritika.malhotra11@gmail.com,96,75,,,,,,16,83,72,70,1.4
1301,Shreya Mishra,25G31A6482,shreya.mishra670@gmail.com,CIVIL,3,3-2,6,Dr. Anil Singh,dr..anil.singh31@gmail.com,72,61,77,64,77,,,22,119,62,53,8.1
1302,Avni Bhat,25G31B3329,avni.bhat395@gmail.com,CSE(AI),3,3-1,5,Prof. Priya Sharma,prof..priya.sharma85@gmail.com,100,59,83,83,,,,27,84,57,64,5.2
1303,Zara Sharma,25G31A8146,zara.sharma203@gmail.com,CSE,3,3-1,5,Prof. Anjali Menon,prof..anjali.menon93@gmail.com,78,91,92,73,,,,28,115,64,61,9.7
1304,Neha Joshi,25G31A1261,neha.joshi193@gmail.com,CDS,3,3-1,5,Dr. Nitin Verma,dr..nitin.verma61@gmail.com,67,69,80,78,,,,18,82,66,91,8.0
1305,Karthik Saxena,25G31B7194,karthik.saxena349@gmail.com,ECE,3,3-1,5,Dr. Nitin Verma,dr..nitin.verma42@gmail.com,80,82,75,91,,,,16,80,65,81,2.1
1306,Harish Saxena,25G31A1400,harish.saxena464@gmail.com,EEE,3,3-1,5,Dr. Sanjay Joshi,dr..sanjay.joshi74@gmail.com,95,47,81,84,,,,27,110,86,77,6.4
1307,Harish Joshi,25G31B6344,harish.joshi346@gmail.com,MECH,3,3-2,6,Dr. Suresh Iyer,dr..suresh.iyer88@gmail.com,94,99,48,64,68,,,23,86,80,55,6.9
1308,Deepak Menon,25G31A6566,deepak.menon508@gmail.com,CIVIL,3,3-2,6,Dr. Suresh Iyer,dr..suresh.iyer46@gmail.com,63,89,77,65,46,,,30,95,49,52,3.7
1309,Anjali Srivastava,25G31B3091,anjali.srivastava667@gmail.com,CSE(AI),3,3-2,6,Dr. Vikram Reddy,dr..vikram.reddy47@gmail.com,79,94,79,77,65,,,21,85,58,57,2.0
1310,Divya Agarwal,25G31A2351,divya.agarwal641@gmail.com,CSE,3,3-2,6,Prof. Anjali Menon,prof..anjali.menon29@gmail.com,92,75,79,71,93,,,22,117,79,79,5.9
1311,Shreya Gupta,25G31A7233,shreya.gupta302@gmail.com,CDS,3,3-1,5,Prof. Isha Mishra,prof..isha.mishra68@gmail.com,84,90,91,90,,,,27,104,81,77,8.8
1312,Ria Gupta,25G31A6499,ria.gupta470@gmail.com,ECE,3,3-2,6,Dr. Vikram Reddy,dr..vikram.reddy66@gmail.com,77,74,72,64,77,,,16,91,79,59,2.2
1313,Ritika Bansal,25G31B5343,ritika.bansal166@gmail.com,EEE,3,3-1,5,Prof. Shreya Nair,prof..shreya.nair75@gmail.com,60,83,79,59,,,,16,112,99,82,9.6
1314,Ritika Bhatnagar,25G31A2532,ritika.bhatnagar851@gmail.com,MECH,3,3-2,6,Prof. Meera Desai,prof..meera.desai64@gmail.com,98,76,97,73,53,,,29,80,70,90,9.6
1315,Sanjay Menon,25G31B2876,sanjay.menon755@gmail.com,CIVIL,3,3-2,6,Prof. Divya Srivastava,prof..divya.srivastava17@gmail.com,66,72,67,75,58,,,18,117,76,40,4.4
1316,Nisha Desai,25G31B5980,nisha.desai649@gmail.com,CSE(AI),3,3-1,5,Dr. Rajesh Kumar,dr..rajesh.kumar80@gmail.com,59,66,60,72,,,,22,101,68,94,7.8
1317,Sakshi Bansal,25G31B6001,sakshi.bansal212@gmail.com,CSE,3,3-2,6,Dr. Nitin Verma,dr..nitin.verma40@gmail.com,56,72,49,45,69,,,30,102,100,73,4.0
1318,Aditya Kapoor,25G31B5201,aditya.kapoor979@gmail.com,CDS,3,3-2,6,Prof. Shreya Nair,prof..shreya.nair20@gmail.com,72,82,100,68,72,,,11,118,91,57,1.1
1319,Nikhil Reddy,25G31B3757,nikhil.reddy155@gmail.com,ECE,3,3-1,5,Dr. Anil Singh,dr..anil.singh62@gmail.com,84,70,87,79,,,,28,100,85,62,5.3
1320,Anjali Iyer,25G31B3923,anjali.iyer627@gmail.com,EEE,3,3-1,5,Prof. Isha Mishra,prof..isha.mishra29@gmail.com,93,96,71,62,,,,16,86,50,57,6.7
1321,Pooja Chatterjee,25G31B5709,pooja.chatterjee673@gmail.com,MECH,3,3-2,6,Prof. Isha Mishra,prof..isha.mishra11@gmail.com,68,62,72,79,51,,,24,82,67,77,1.8
1322,Deepak Chopra,25G31B8981,deepak.chopra578@gmail.com,CIVIL,3,3-1,5,Prof. Meera Desai,prof..meera.desai80@gmail.com,46,98,85,98,,,,21,81,78,89,7.6
1323,Neha Bajaj,25G31A3243,neha.bajaj765@gmail.com,CSE(AI),3,3-2,6,Prof. Divya Srivastava,prof..divya.srivastava81@gmail.com,92,92,100,86,95,,,11,87,36,85,7.1
1324,Kumar Gupta,25G31A4275,kumar.gupta930@gmail.com,CSE,3,3-1,5,Prof. Meera Desai,prof..meera.desai11@gmail.com,62,89,72,73,,,,10,108,92,41,8.1
1325,Harsha Menon,25G31A8942,harsha.menon653@gmail.com,CDS,3,3-2,6,Prof. Ritika Malhotra,prof..ritika.malhotra93@gmail.com,91,91,89,69,80,,,11,115,96,47,4.9
1326,Vinod Dasgupta,25G31B8786,vinod.dasgupta571@gmail.com,ECE,3,3-1,5,Dr. Nitin Verma,dr..nitin.verma93@gmail.com,69,99,99,55,,,,21,114,112,40,2.3
1327,Tanvi Dasgupta,25G31B4067,tanvi.dasgupta125@gmail.com,EEE,3,3-2,6,Prof. Meera Desai,prof..meera.desai78@gmail.com,61,79,42,65,99,,,24,117,93,85,2.6
1328,Sneha Bhat,25G31B8032,sneha.bhat389@gmail.com,MECH,3,3-2,6,Dr. Nitin Verma,dr..nitin.verma94@gmail.com,78,80,99,61,82,,,18,108,106,73,7.1
1329,Harish Verma,25G31B7166,harish.verma691@gmail.com,CIVIL,3,3-2,6,Dr. Vikram Reddy,dr..vikram.reddy88@gmail.com,76,100,69,65,93,,,22,111,98,88,2.2
1330,Karthik Agarwal,25G31A7499,karthik.agarwal654@gmail.com,CSE(AI),3,3-1,5,Dr. Rajesh Kumar,dr..rajesh.kumar94@gmail.com,82,91,60,40,,,,14,116,80,56,8.9
1331,Harsha Dutta,25G31B9231,harsha.dutta616@gmail.com,CSE,3,3-2,6,Dr. Vikram Reddy,dr..vikram.reddy41@gmail.com,70,56,82,62,93,,,11,80,53,95,8.3
1332,Vishal Bajaj,25G31A8198,vishal.bajaj611@gmail.com,CDS,3,3-1,5,Dr. Sanjay Joshi,dr..sanjay.joshi45@gmail.com,56,74,52,47,,,,16,81,74,67,8.2
1333,Pooja Bajaj,25G31A9820,pooja.bajaj810@gmail.com,ECE,3,3-2,6,Dr. Suresh Iyer,dr..suresh.iyer61@gmail.com,62,76,74,100,74,,,19,102,55,75,7.1
1334,Varun Bajaj,25G31B1072,varun.bajaj649@gmail.com,EEE,3,3-1,5,Dr. Rajesh Kumar,dr..rajesh.kumar96@gmail.com,83,50,86,90,,,,14,103,91,74,3.2
1335,Karthik Verma,25G31A4184,karthik.verma385@gmail.com,MECH,3,3-1,5,Dr. Anil Singh,dr..anil.singh92@gmail.com,80,75,71,95,,,,28,90,74,51,9.4
1336,Ravi Kumar,25G31B3802,ravi.kumar102@gmail.com,CIVIL,3,3-2,6,Dr. Rajesh Kumar,dr..rajesh.kumar89@gmail.com,53,84,71,78,43,,,21,99,99,50,3.4
1337,Aarav Kapoor,25G31B2255,aarav.kapoor139@gmail.com,CSE(AI),3,3-1,5,Dr. Suresh Iyer,dr..suresh.iyer85@gmail.com,64,60,68,60,,,,15,88,62,88,7.7
1338,Zara Joshi,25G31B1332,zara.joshi911@gmail.com,CSE,3,3-1,5,Prof. Kavya Pillai,prof..kavya.pillai61@gmail.com,95,96,78,70,,,,25,120,120,47,4.9
1339,Pari Nair,25G31B8567,pari.nair105@gmail.com,CDS,3,3-1,5,Dr. Nitin Verma,dr..nitin.verma69@gmail.com,95,53,75,96,,,,26,102,81,51,9.0
1340,Arjun Chopra,25G31A4961,arjun.chopra351@gmail.com,ECE,3,3-1,5,Dr. Nitin Verma,dr..nitin.verma27@gmail.com,79,74,73,67,,,,10,97,51,87,4.7
1341,Aryan Chopra,25G31B2863,aryan.chopra436@gmail.com,EEE,3,3-2,6,Prof. Kavya Pillai,prof..kavya.pillai58@gmail.com,93,80,65,92,74,,,24,113,112,66,3.8
1342,Ananya Kapoor,25G31A8003,ananya.kapoor834@gmail.com,MECH,3,3-1,5,Prof. Priya Sharma,prof..priya.sharma44@gmail.com,94,60,91,69,,,,30,119,77,40,3.4
1343,Aditya Malhotra,25G31B3833,aditya.malhotra994@gmail.com,CIVIL,3,3-1,5,Dr. Suresh Iyer,dr..suresh.iyer58@gmail.com,74,76,75,74,,,,30,89,45,48,3.9
1344,Simran Singh,25G31B5844,simran.singh225@gmail.com,CSE(AI),3,3-2,6,Prof. Priya Sharma,prof..priya.sharma56@gmail.com,58,56,56,81,77,,,18,120,117,59,2.1
1345,Pari Bajaj,25G31A9414,pari.bajaj490@gmail.com,CSE,3,3-2,6,Dr. Anil Singh,dr..anil.singh41@gmail.com,75,85,71,93,87,,,16,95,94,72,5.3
1346,Meera Kumar,25G31B9411,meera.kumar962@gmail.com,CDS,3,3-2,6,Dr. Vikram Reddy,dr..vikram.reddy75@gmail.com,73,77,44,63,45,,,22,92,86,94,5.7
1347,Kumar Gupta,25G31A4081,kumar.gupta249@gmail.com,ECE,3,3-2,6,Dr. Anil Singh,dr..anil.singh41@gmail.com,96,94,81,60,67,,,21,106,45,81,6.1
1348,Sneha Dasgupta,25G31A9677,sneha.dasgupta964@gmail.com,EEE,3,3-2,6,Prof. Meera Desai,prof..meera.desai53@gmail.com,95,83,100,74,84,,,26,117,87,52,9.3
1349,Rahul Sharma,25G31A6356,rahul.sharma893@gmail.com,MECH,3,3-2,6,Dr. Sanjay Joshi,dr..sanjay.joshi18@gmail.com,81,62,56,73,61,,,22,87,65,74,9.4
1350,Ananya Srivastava,25G31A8120,ananya.srivastava696@gmail.com,CIVIL,3,3-1,5,Dr. Harish Rao,dr..harish.rao28@gmail.com,51,43,100,72,,,,30,91,62,49,7.9
1351,Deepak Bajaj,25G31B1424,deepak.bajaj851@gmail.com,CSE(AI),3,3-1,5,Prof. Divya Srivastava,prof..divya.srivastava42@gmail.com,58,57,79,77,,,,16,92,76,46,7.9
1352,Rahul Bhatnagar,25G31A6995,rahul.bhatnagar224@gmail.com,CSE,3,3-1,5,Prof. Isha Mishra,prof..isha.mishra98@gmail.com,83,72,65,78,,,,20,120,120,70,4.4
1353,Diya Singh,25G31A7649,diya.singh896@gmail.com,CDS,3,3-1,5,Dr. Anil Singh,dr..anil.singh83@gmail.com,83,76,77,56,,,,26,104,94,56,9.6
1354,Harish Menon,25G31B6906,harish.menon129@gmail.com,ECE,3,3-2,6,Dr. Suresh Iyer,dr..suresh.iyer19@gmail.com,76,60,80,53,79,,,23,118,112,40,3.6
1355,Kavya Dasgupta,25G31B9614,kavya.dasgupta312@gmail.com,EEE,3,3-2,6,Prof. Anjali Menon,prof..anjali.menon32@gmail.com,60,100,90,79,57,,,17,80,79,45,8.7
1356,Suresh Iyer,25G31B8634,suresh.iyer982@gmail.com,MECH,3,3-2,6,Prof. Shreya Nair,prof..shreya.nair14@gmail.com,87,58,68,81,71,,,24,85,74,81,5.7
1357,Esha Chopra,25G31A9781,esha.chopra471@gmail.com,CIVIL,3,3-2,6,Dr. Vikram Reddy,dr..vikram.reddy83@gmail.com,42,46,83,75,71,,,12,106,98,92,4.9
1358,Kumar Agarwal,25G31B9432,kumar.agarwal625@gmail.com,CSE(AI),3,3-2,6,Dr. Rajesh Kumar,dr..rajesh.kumar84@gmail.com,42,96,64,66,49,,,10,86,86,80,9.5
1359,Suresh Das,25G31A5699,suresh.das242@gmail.com,CSE,3,3-2,6,Prof. Anjali Menon,prof..anjali.menon82@gmail.com,82,93,88,80,68,,,19,82,70,69,5.3
1360,Vinod Reddy,25G31A3502,vinod.reddy288@gmail.com,CDS,3,3-1,5,Dr. Rajesh Kumar,dr..rajesh.kumar33@gmail.com,84,64,64,56,,,,14,120,82,95,7.7
1361,Aarav Chatterjee,25G31A5375,aarav.chatterjee350@gmail.com,ECE,3,3-1,5,Dr. Harish Rao,dr..harish.rao69@gmail.com,80,82,70,83,,,,28,99,42,67,5.8
1362,Suresh Das,25G31A8085,suresh.das989@gmail.com,EEE,3,3-1,5,Prof. Meera Desai,prof..meera.desai48@gmail.com,73,86,88,53,,,,17,92,87,73,9.7
1363,Arjun Verma,25G31B1468,arjun.verma112@gmail.com,MECH,3,3-1,5,Prof. Anjali Menon,prof..anjali.menon57@gmail.com,68,83,67,82,,,,25,82,80,65,5.7
1364,Kumar Patel,25G31A8482,kumar.patel539@gmail.com,CIVIL,3,3-1,5,Dr. Sanjay Joshi,dr..sanjay.joshi38@gmail.com,67,71,41,72,,,,12,109,54,60,2.6
1365,Isha Reddy,25G31A4601,isha.reddy429@gmail.com,CSE(AI),3,3-1,5,Prof. Shreya Nair,prof..shreya.nair32@gmail.com,65,60,57,60,,,,29,95,62,55,4.7
1366,Varun Dutta,25G31A1161,varun.dutta158@gmail.com,CSE,3,3-2,6,Prof. Meera Desai,prof..meera.desai94@gmail.com,44,83,63,85,52,,,23,80,68,81,9.9
1367,Maya Dasgupta,25G31A3594,maya.dasgupta562@gmail.com,CDS,3,3-1,5,Dr. Suresh Iyer,dr..suresh.iyer71@gmail.com,78,75,77,100,,,,24,105,105,91,4.1
1368,Zara Desai,25G31A7121,zara.desai875@gmail.com,ECE,3,3-1,5,Dr. Nitin Verma,dr..nitin.verma64@gmail.com,49,84,97,80,,,,13,101,41,43,5.6
1369,Anjali Chatterjee,25G31A5090,anjali.chatterjee676@gmail.com,EEE,3,3-2,6,Dr. Rohan Kapoor,dr..rohan.kapoor79@gmail.com,95,42,54,74,65,,,22,113,49,45,2.1
1370,Sandeep Kapoor,25G31A2311,sandeep.kapoor387@gmail.com,MECH,3,3-1,5,Dr. Rohan Kapoor,dr..rohan.kapoor13@gmail.com,71,77,58,75,,,,30,102,47,81,3.4
1371,Aarav Patel,25G31A5966,aarav.patel628@gmail.com,CIVIL,3,3-2,6,Dr. Harish Rao,dr..harish.rao19@gmail.com,85,79,83,68,80,,,20,85,43,89,9.8
1372,Bhavna Gupta,25G31A7216,bhavna.gupta882@gmail.com,CSE(AI),3,3-1,5,Prof. Kavya Pillai,prof..kavya.pillai81@gmail.com,97,62,68,52,,,,27,83,79,82,5.8
1373,Ravi Rao,25G31B5723,ravi.rao557@gmail.com,CSE,3,3-2,6,Dr. Suresh Iyer,dr..suresh.iyer46@gmail.com,65,81,70,51,40,,,10,82,58,85,4.0
1374,Kavya Rao,25G31A2924,kavya.rao530@gmail.com,CDS,3,3-2,6,Dr. Anil Singh,dr..anil.singh36@gmail.com,62,75,64,53,61,,,18,99,70,92,7.8
1375,Divya Das,25G31A7565,divya.das429@gmail.com,ECE,3,3-2,6,Dr. Sanjay Joshi,dr..sanjay.joshi73@gmail.com,53,60,71,67,75,,,28,96,88,83,2.4
1376,Sakshi Bajaj,25G31A6936,sakshi.bajaj107@gmail.com,EEE,3,3-1,5,Prof. Shreya Nair,prof..shreya.nair67@gmail.com,91,69,80,63,,,,24,94,62,62,3.0
1377,Sandeep Singh,25G31A2916,sandeep.singh182@gmail.com,MECH,3,3-2,6,Prof. Divya Srivastava,prof..divya.srivastava13@gmail.com,70,65,77,86,91,,,25,104,92,91,5.2
1378,Pooja Mishra,25G31B4105,pooja.mishra448@gmail.com,CIVIL,3,3-2,6,Dr. Anil Singh,dr..anil.singh31@gmail.com,67,47,69,54,85,,,11,100,92,53,6.7
1379,Isha Menon,25G31B6600,isha.menon602@gmail.com,CSE(AI),3,3-1,5,Prof. Anjali Menon,prof..anjali.menon53@gmail.com,96,83,82,95,,,,10,102,68,57,6.1
1380,Aisha Kapoor,25G31A7225,aisha.kapoor654@gmail.com,CSE,3,3-2,6,Dr. Rohan Kapoor,dr..rohan.kapoor34@gmail.com,44,66,84,81,54,,,15,80,80,48,7.1
1381,Ajay Chatterjee,25G31B4701,ajay.chatterjee685@gmail.com,CDS,3,3-1,5,Dr. Rajesh Kumar,dr..rajesh.kumar36@gmail.com,57,94,65,59,,,,12,80,36,54,6.4
1382,Ananya Joshi,25G31B1157,ananya.joshi672@gmail.com,ECE,3,3-2,6,Prof. Priya Sharma,prof..priya.sharma89@gmail.com,95,57,69,42,71,,,21,107,107,67,2.4
1383,Ajay Dutta,25G31B5265,ajay.dutta717@gmail.com,EEE,3,3-1,5,Prof. Ritika Malhotra,prof..ritika.malhotra10@gmail.com,63,52,50,72,,,,23,104,77,82,4.7
1384,Vikram Desai,25G31A8604,vikram.desai971@gmail.com,MECH,3,3-2,6,Dr. Rohan Kapoor,dr..rohan.kapoor38@gmail.com,62,71,71,43,78,,,25,115,50,65,3.2
1385,Nisha Pillai,25G31B3276,nisha.pillai158@gmail.com,CIVIL,3,3-2,6,Prof. Priya Sharma,prof..priya.sharma96@gmail.com,84,66,47,83,85,,,17,96,56,77,4.6
1386,Aarav Menon,25G31B3545,aarav.menon753@gmail.com,CSE(AI),3,3-1,5,Prof. Shreya Nair,prof..shreya.nair26@gmail.com,60,78,79,90,,,,18,90,45,48,4.1
1387,Harsha Nair,25G31B2589,harsha.nair985@gmail.com,CSE,3,3-2,6,Prof. Divya Srivastava,prof..divya.srivastava61@gmail.com,100,93,75,68,85,,,21,96,63,61,4.0
