S.NO,NAME,RNO,EMAIL,DEPT,YEAR,CURR_SEM,MENTOR,MENTOR_EMAIL,SEM1,SEM2,SEM3,SEM4,SEM5,SEM6,SEM7,SEM8,INTERNAL_MARKS,TOTAL_DAYS_CURR,ATTENDED_DAYS_CURR,PREV_ATTENDANCE_PERC,BEHAVIOR_SCORE_10
111,Divya Malhotra,23G31B1401,divya.malhotra906@gmail.com,CIVIL,1,2,Dr. Harish Rao,dr..harish.rao73@gmail.com,77.0,,0.0,0.0,0.0,0.0,0.0,0.0,27,90,85.0,70,9.3
112,Neha Joshi,23G31B5911,neha.joshi939@gmail.com,CSE(AI),1,2,Dr. Rohan Kapoor,dr..rohan.kapoor10@gmail.com,94.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,82,48.0,43,5.8
113,Meera Verma,23G31A7755,meera.verma310@gmail.com,CSE,1,1,Prof. Divya Srivastava,prof..divya.srivastava45@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,98,87.0,93,3.8
114,Nitin Dasgupta,23G31B8338,nitin.dasgupta544@gmail.com,CDS,1,1,Prof. Anjali Menon,prof..anjali.menon57@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,84,73.0,90,6.5
115,Pari Bhat,23G31B6985,pari.bhat718@gmail.com,ECE,1,1,Prof. Priya Sharma,prof..priya.sharma82@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,104,69.0,76,6.9
116,Ashok Kumar,23G31A3346,ashok.kumar843@gmail.com,EEE,1,2,Dr. Nitin Verma,dr..nitin.verma61@gmail.com,65.0,,0.0,0.0,0.0,0.0,0.0,0.0,14,91,67.0,49,1.4
117,Siddharth Reddy,23G31B7398,siddharth.reddy747@gmail.com,MECH,1,1,Dr. Rajesh Kumar,dr..rajesh.kumar10@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,81,38.0,88,3.2
118,Divya Rao,23G31A4897,divya.rao459@gmail.com,CIVIL,1,1,Dr. Rohan Kapoor,dr..rohan.kapoor29@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,112,108.0,54,4.8
119,Arjun Dasgupta,23G31A3688,arjun.dasgupta447@gmail.com,CSE(AI),1,1,Prof. Ritika Malhotra,prof..ritika.malhotra68@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,96,80.0,75,4.6
120,Siddharth Chatterjee,23G31B8579,siddharth.chatterjee950@gmail.com,CSE,1,2,Prof. Anjali Menon,prof..anjali.menon23@gmail.com,81.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,115,115.0,51,6.7
121,Ravi Malhotra,23G31B1459,ravi.malhotra844@gmail.com,CDS,1,2,Prof. Isha Mishra,prof..isha.mishra37@gmail.com,47.0,,0.0,0.0,0.0,0.0,0.0,0.0,14,90,73.0,51,1.2
122,Siddharth Nair,23G31B9484,siddharth.nair946@gmail.com,ECE,1,2,Dr. Rohan Kapoor,dr..rohan.kapoor99@gmail.com,63.0,,0.0,0.0,0.0,0.0,0.0,0.0,13,101,66.0,92,6.2
123,Arjun Bhat,23G31B9684,arjun.bhat267@gmail.com,EEE,1,2,Dr. Harish Rao,dr..harish.rao34@gmail.com,50.0,,0.0,0.0,0.0,0.0,0.0,0.0,15,83,74.0,67,4.1
124,Ananya Reddy,23G31B4465,ananya.reddy791@gmail.com,MECH,1,1,Prof. Kavya Pillai,prof..kavya.pillai10@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,84,76.0,40,7.5
125,Ria Nair,23G31A3925,ria.nair688@gmail.com,CIVIL,1,2,Prof. Kavya Pillai,prof..kavya.pillai19@gmail.com,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,29,90,70.0,63,2.5
126,Tanvi Dutta,23G31A6497,tanvi.dutta469@gmail.com,CSE(AI),1,1,Dr. Suresh Iyer,dr..suresh.iyer57@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,110,98.0,45,4.5
127,Sanjay Bhat,23G31A5369,sanjay.bhat863@gmail.com,CSE,1,2,Dr. Vikram Reddy,dr..vikram.reddy83@gmail.com,75.0,,0.0,0.0,0.0,0.0,0.0,0.0,29,84,76.0,80,1.3
128,Pooja Saxena,23G31B5449,pooja.saxena183@gmail.com,CDS,1,1,Prof. Priya Sharma,prof..priya.sharma87@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,100,56.0,56,5.9
129,Vikram Pillai,23G31A2532,vikram.pillai374@gmail.com,ECE,1,2,Prof. Meera Desai,prof..meera.desai30@gmail.com,82.0,,0.0,0.0,0.0,0.0,0.0,0.0,28,109,80.0,57,3.9
130,Celina Saxena,23G31A2286,celina.saxena713@gmail.com,EEE,1,1,Prof. Ritika Malhotra,prof..ritika.malhotra78@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,106,97.0,71,2.5
131,Rahul Menon,23G31B7605,rahul.menon647@gmail.com,MECH,1,2,Dr. Sanjay Joshi,dr..sanjay.joshi84@gmail.com,48.0,,0.0,0.0,0.0,0.0,0.0,0.0,26,120,116.0,42,7.4
132,Avni Bajaj,23G31B1064,avni.bajaj306@gmail.com,CIVIL,1,2,Prof. Shreya Nair,prof..shreya.nair66@gmail.com,54.0,,0.0,0.0,0.0,0.0,0.0,0.0,17,91,79.0,59,9.9
133,Karthik Singh,23G31A5680,karthik.singh397@gmail.com,CSE(AI),1,1,Dr. Sanjay Joshi,dr..sanjay.joshi10@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,81,62.0,50,5.5
134,Zara Mishra,23G31A3356,zara.mishra671@gmail.com,CSE,1,2,Prof. Ritika Malhotra,prof..ritika.malhotra98@gmail.com,61.0,,0.0,0.0,0.0,0.0,0.0,0.0,16,85,39.0,70,8.9
135,Ravi Rao,23G31B5748,ravi.rao896@gmail.com,CDS,1,1,Dr. Anil Singh,dr..anil.singh84@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,101,50.0,63,8.6
136,Swati Agarwal,23G31A5985,swati.agarwal178@gmail.com,ECE,1,2,Prof. Divya Srivastava,prof..divya.srivastava96@gmail.com,72.0,,0.0,0.0,0.0,0.0,0.0,0.0,10,83,81.0,94,2.0
137,Meera Bhat,23G31A1973,meera.bhat724@gmail.com,EEE,1,2,Dr. Anil Singh,dr..anil.singh29@gmail.com,80.0,,0.0,0.0,0.0,0.0,0.0,0.0,20,82,72.0,70,8.7
138,Ananya Malhotra,23G31A6931,ananya.malhotra925@gmail.com,MECH,1,2,Dr. Harish Rao,dr..harish.rao98@gmail.com,54.0,,0.0,0.0,0.0,0.0,0.0,0.0,29,102,76.0,85,2.3
139,Ananya Gupta,23G31B9488,ananya.gupta155@gmail.com,CIVIL,1,1,Dr. Harish Rao,dr..harish.rao71@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,114,113.0,94,7.3
140,Divya Sharma,23G31A5388,divya.sharma614@gmail.com,CSE(AI),1,2,Dr. Suresh Iyer,dr..suresh.iyer86@gmail.com,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,87,46.0,67,7.9
141,Divya Agarwal,23G31B6997,divya.agarwal653@gmail.com,CSE,1,2,Prof. Ritika Malhotra,prof..ritika.malhotra83@gmail.com,65.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,97,53.0,80,1.2
142,Meera Bansal,23G31B9768,meera.bansal644@gmail.com,CDS,1,2,Prof. Meera Desai,prof..meera.desai91@gmail.com,77.0,,0.0,0.0,0.0,0.0,0.0,0.0,20,96,75.0,82,9.9
143,Sanjay Menon,23G31B5679,sanjay.menon537@gmail.com,ECE,1,2,Dr. Sanjay Joshi,dr..sanjay.joshi13@gmail.com,76.0,,0.0,0.0,0.0,0.0,0.0,0.0,15,95,75.0,59,8.6
144,Swati Iyer,23G31B9438,swati.iyer896@gmail.com,EEE,1,2,Prof. Divya Srivastava,prof..divya.srivastava66@gmail.com,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,12,90,59.0,93,6.4
145,Swati Bhatnagar,23G31B7658,swati.bhatnagar156@gmail.com,MECH,1,1,Dr. Rohan Kapoor,dr..rohan.kapoor47@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,91,75.0,58,7.2
146,Pooja Srivastava,23G31A9512,pooja.srivastava913@gmail.com,CIVIL,1,2,Prof. Meera Desai,prof..meera.desai89@gmail.com,64.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,100,86.0,68,3.6
147,Esha Nair,23G31A9218,esha.nair332@gmail.com,CSE(AI),1,1,Dr. Nitin Verma,dr..nitin.verma58@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,86,75.0,48,6.3
148,Meera Gupta,23G31A3844,meera.gupta278@gmail.com,CSE,1,1,Prof. Isha Mishra,prof..isha.mishra54@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,94,65.0,56,1.1
149,Celina Agarwal,23G31B9437,celina.agarwal576@gmail.com,CDS,1,2,Dr. Anil Singh,dr..anil.singh51@gmail.com,64.0,,0.0,0.0,0.0,0.0,0.0,0.0,19,105,102.0,81,1.7
150,Divya Menon,23G31B7153,divya.menon917@gmail.com,ECE,1,2,Prof. Divya Srivastava,prof..divya.srivastava20@gmail.com,43.0,,0.0,0.0,0.0,0.0,0.0,0.0,18,92,85.0,46,9.8
151,Suresh Malhotra,23G31B9899,suresh.malhotra595@gmail.com,EEE,1,2,Prof. Meera Desai,prof..meera.desai16@gmail.com,71.0,,0.0,0.0,0.0,0.0,0.0,0.0,22,92,79.0,72,8.2
152,Priya Bhatnagar,23G31B4405,priya.bhatnagar901@gmail.com,MECH,1,2,Dr. Nitin Verma,dr..nitin.verma14@gmail.com,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,12,113,104.0,65,6.4
153,Esha Bajaj,23G31A8532,esha.bajaj253@gmail.com,CIVIL,1,2,Dr. Sanjay Joshi,dr..sanjay.joshi69@gmail.com,60.0,,0.0,0.0,0.0,0.0,0.0,0.0,14,120,68.0,40,9.8
154,Nikhil Mishra,23G31B2628,nikhil.mishra268@gmail.com,CSE(AI),1,2,Dr. Nitin Verma,dr..nitin.verma67@gmail.com,62.0,,0.0,0.0,0.0,0.0,0.0,0.0,28,88,84.0,47,6.8
155,Shreya Desai,23G31B3853,shreya.desai943@gmail.com,CSE,1,2,Dr. Vikram Reddy,dr..vikram.reddy56@gmail.com,74.0,,0.0,0.0,0.0,0.0,0.0,0.0,30,102,74.0,82,4.7
156,Sneha Saxena,23G31A3227,sneha.saxena269@gmail.com,CDS,1,1,Dr. Suresh Iyer,dr..suresh.iyer99@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,109,80.0,92,7.6
157,Aarav Nair,23G31B6613,aarav.nair498@gmail.com,ECE,1,2,Prof. Ritika Malhotra,prof..ritika.malhotra15@gmail.com,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,23,108,84.0,49,5.6
158,Sakshi Kumar,23G31B2560,sakshi.kumar493@gmail.com,EEE,1,2,Prof. Priya Sharma,prof..priya.sharma40@gmail.com,58.0,,0.0,0.0,0.0,0.0,0.0,0.0,24,84,80.0,50,5.3
159,Ria Chopra,23G31A9924,ria.chopra385@gmail.com,MECH,1,2,Dr. Sanjay Joshi,dr..sanjay.joshi23@gmail.com,91.0,,0.0,0.0,0.0,0.0,0.0,0.0,30,96,56.0,43,2.9
160,Vikram Iyer,23G31B6661,vikram.iyer742@gmail.com,CIVIL,1,1,Dr. Anil Singh,dr..anil.singh38@gmail.com,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,109,81.0,56,7.2
161,Swati Bajaj,24G31A4936,swati.bajaj674@gmail.com,CSE(AI),2,3,Prof. Ritika Malhotra,prof..ritika.malhotra85@gmail.com,86.0,63.0,,0.0,0.0,0.0,0.0,0.0,28,99,88.0,66,3.5
162,Ria Joshi,24G31A6990,ria.joshi535@gmail.com,CSE,2,4,Prof. Kavya Pillai,prof..kavya.pillai23@gmail.com,58.0,58.0,60.0,,0.0,0.0,0.0,0.0,26,93,79.0,85,1.2
163,Mohan Bajaj,24G31A2248,mohan.bajaj684@gmail.com,CDS,2,3,Dr. Nitin Verma,dr..nitin.verma49@gmail.com,46.0,50.0,,0.0,0.0,0.0,0.0,0.0,24,90,67.0,66,3.6
164,Harsha Malhotra,24G31B9343,harsha.malhotra944@gmail.com,ECE,2,3,Dr. Suresh Iyer,dr..suresh.iyer77@gmail.com,69.0,96.0,,0.0,0.0,0.0,0.0,0.0,21,83,73.0,42,6.6
165,Sakshi Bajaj,24G31B3538,sakshi.bajaj813@gmail.com,EEE,2,3,Dr. Vikram Reddy,dr..vikram.reddy11@gmail.com,78.0,72.0,,0.0,0.0,0.0,0.0,0.0,23,106,103.0,91,2.7
166,Suresh Chopra,24G31B1131,suresh.chopra156@gmail.com,MECH,2,4,Prof. Priya Sharma,prof..priya.sharma72@gmail.com,59.0,62.0,66.0,,0.0,0.0,0.0,0.0,22,101,83.0,63,7.9
167,Celina Sinha,24G31B9869,celina.sinha626@gmail.com,CIVIL,2,3,Prof. Ritika Malhotra,prof..ritika.malhotra82@gmail.com,76.0,71.0,,0.0,0.0,0.0,0.0,0.0,19,82,60.0,63,3.7
168,Ravi Das,24G31B5554,ravi.das578@gmail.com,CSE(AI),2,4,Dr. Nitin Verma,dr..nitin.verma59@gmail.com,73.0,77.0,57.0,,0.0,0.0,0.0,0.0,28,81,39.0,81,5.7
169,Nitin Verma,24G31A9357,nitin.verma407@gmail.com,CSE,2,3,Dr. Sanjay Joshi,dr..sanjay.joshi11@gmail.com,71.0,79.0,,0.0,0.0,0.0,0.0,0.0,18,117,55.0,54,7.0
170,Vivek Chopra,24G31B4510,vivek.chopra310@gmail.com,CDS,2,4,Dr. Harish Rao,dr..harish.rao33@gmail.com,57.0,65.0,79.0,,0.0,0.0,0.0,0.0,28,109,105.0,62,8.8
171,Kumar Kumar,24G31B3722,kumar.kumar625@gmail.com,ECE,2,3,Prof. Priya Sharma,prof..priya.sharma46@gmail.com,82.0,83.0,,0.0,0.0,0.0,0.0,0.0,15,115,99.0,48,5.4
172,Sneha Mishra,24G31B7659,sneha.mishra468@gmail.com,EEE,2,4,Prof. Kavya Pillai,prof..kavya.pillai64@gmail.com,74.0,89.0,50.0,,0.0,0.0,0.0,0.0,26,107,50.0,49,4.2
173,Ria Bansal,24G31B5657,ria.bansal327@gmail.com,MECH,2,4,Dr. Rohan Kapoor,dr..rohan.kapoor44@gmail.com,45.0,72.0,73.0,,0.0,0.0,0.0,0.0,13,115,48.0,56,3.8
174,Ria Menon,24G31A4618,ria.menon851@gmail.com,CIVIL,2,4,Dr. Anil Singh,dr..anil.singh44@gmail.com,80.0,70.0,41.0,,0.0,0.0,0.0,0.0,21,94,80.0,49,9.6
175,Aisha Rao,24G31B5129,aisha.rao268@gmail.com,CSE(AI),2,3,Prof. Anjali Menon,prof..anjali.menon89@gmail.com,93.0,59.0,,0.0,0.0,0.0,0.0,0.0,16,106,87.0,47,4.5
176,Ashok Iyer,24G31A4217,ashok.iyer851@gmail.com,CSE,2,4,Prof. Meera Desai,prof..meera.desai86@gmail.com,85.0,77.0,56.0,,0.0,0.0,0.0,0.0,19,106,71.0,58,4.6
177,Ananya Bhatnagar,24G31B1203,ananya.bhatnagar187@gmail.com,CDS,2,4,Dr. Sanjay Joshi,dr..sanjay.joshi36@gmail.com,81.0,41.0,87.0,,0.0,0.0,0.0,0.0,15,89,77.0,88,9.5
178,Rohan Das,24G31A9088,rohan.das643@gmail.com,ECE,2,3,Dr. Rajesh Kumar,dr..rajesh.kumar39@gmail.com,65.0,74.0,,0.0,0.0,0.0,0.0,0.0,20,103,80.0,44,6.6
179,Ananya Sharma,24G31A7700,ananya.sharma884@gmail.com,EEE,2,3,Prof. Ritika Malhotra,prof..ritika.malhotra57@gmail.com,87.0,69.0,,0.0,0.0,0.0,0.0,0.0,29,84,65.0,65,4.3
180,Ananya Joshi,24G31A5955,ananya.joshi837@gmail.com,MECH,2,3,Prof. Isha Mishra,prof..isha.mishra19@gmail.com,79.0,78.0,,0.0,0.0,0.0,0.0,0.0,30,85,82.0,76,8.5
181,Pooja Agarwal,24G31B3071,pooja.agarwal238@gmail.com,CIVIL,2,3,Dr. Suresh Iyer,dr..suresh.iyer52@gmail.com,78.0,94.0,,0.0,0.0,0.0,0.0,0.0,29,94,50.0,80,9.0
182,Sneha Saxena,24G31A5960,sneha.saxena929@gmail.com,CSE(AI),2,3,Prof. Meera Desai,prof..meera.desai97@gmail.com,93.0,48.0,,0.0,0.0,0.0,0.0,0.0,28,118,87.0,70,3.4
183,Kumar Pillai,24G31B8161,kumar.pillai113@gmail.com,CSE,2,4,Prof. Anjali Menon,prof..anjali.menon63@gmail.com,98.0,50.0,69.0,,0.0,0.0,0.0,0.0,11,101,89.0,86,2.2
184,Kriti Joshi,24G31B7515,kriti.joshi167@gmail.com,CDS,2,4,Dr. Anil Singh,dr..anil.singh37@gmail.com,83.0,77.0,74.0,,0.0,0.0,0.0,0.0,20,90,54.0,71,1.5
185,Mohan Rao,24G31B5869,mohan.rao892@gmail.com,ECE,2,4,Prof. Shreya Nair,prof..shreya.nair13@gmail.com,65.0,75.0,69.0,,0.0,0.0,0.0,0.0,25,81,55.0,43,3.7
186,Deepak Verma,24G31A3201,deepak.verma174@gmail.com,EEE,2,4,Prof. Isha Mishra,prof..isha.mishra32@gmail.com,61.0,40.0,79.0,,0.0,0.0,0.0,0.0,10,98,95.0,63,8.3
187,Rohan Chopra,24G31A3698,rohan.chopra817@gmail.com,MECH,2,4,Prof. Ritika Malhotra,prof..ritika.malhotra57@gmail.com,57.0,65.0,60.0,,0.0,0.0,0.0,0.0,28,102,75.0,64,4.8
188,Diya Bansal,24G31B5066,diya.bansal776@gmail.com,CIVIL,2,3,Dr. Rajesh Kumar,dr..rajesh.kumar80@gmail.com,58.0,77.0,,0.0,0.0,0.0,0.0,0.0,23,87,76.0,67,8.1
189,Simran Bansal,24G31A2768,simran.bansal320@gmail.com,CSE(AI),2,4,Dr. Harish Rao,dr..harish.rao48@gmail.com,90.0,86.0,99.0,,0.0,0.0,0.0,0.0,17,111,75.0,82,8.3
190,Nikhil Das,24G31A6186,nikhil.das923@gmail.com,CSE,2,4,Prof. Priya Sharma,prof..priya.sharma76@gmail.com,67.0,52.0,53.0,,0.0,0.0,0.0,0.0,12,97,82.0,59,1.6
191,Sakshi Agarwal,24G31B2846,sakshi.agarwal624@gmail.com,CDS,2,4,Dr. Rohan Kapoor,dr..rohan.kapoor19@gmail.com,83.0,65.0,87.0,,0.0,0.0,0.0,0.0,21,107,57.0,81,7.4
192,Harish Kapoor,24G31B5190,harish.kapoor343@gmail.com,ECE,2,3,Prof. Ritika Malhotra,prof..ritika.malhotra83@gmail.com,67.0,67.0,,0.0,0.0,0.0,0.0,0.0,29,102,97.0,81,1.3
193,Sanjay Iyer,24G31A7938,sanjay.iyer690@gmail.com,EEE,2,3,Prof. Divya Srivastava,prof..divya.srivastava14@gmail.com,92.0,56.0,,0.0,0.0,0.0,0.0,0.0,25,88,86.0,66,9.7
194,Esha Iyer,24G31B5910,esha.iyer297@gmail.com,MECH,2,3,Dr. Sanjay Joshi,dr..sanjay.joshi11@gmail.com,80.0,79.0,,0.0,0.0,0.0,0.0,0.0,24,116,80.0,73,9.8
195,Swati Singh,24G31A8933,swati.singh968@gmail.com,CIVIL,2,3,Prof. Isha Mishra,prof..isha.mishra16@gmail.com,57.0,85.0,,0.0,0.0,0.0,0.0,0.0,23,83,83.0,93,4.2
196,Sanjay Kumar,24G31B6861,sanjay.kumar449@gmail.com,CSE(AI),2,4,Dr. Rajesh Kumar,dr..rajesh.kumar39@gmail.com,71.0,94.0,78.0,,0.0,0.0,0.0,0.0,14,100,70.0,57,2.6
197,Arjun Verma,24G31B1120,arjun.verma551@gmail.com,CSE,2,4,Prof. Anjali Menon,prof..anjali.menon60@gmail.com,81.0,71.0,74.0,,0.0,0.0,0.0,0.0,18,115,50.0,87,5.5
198,Maya Malhotra,24G31B7379,maya.malhotra199@gmail.com,CDS,2,3,Prof. Anjali Menon,prof..anjali.menon25@gmail.com,66.0,73.0,,0.0,0.0,0.0,0.0,0.0,25,113,108.0,41,6.2
199,Kavya Chopra,24G31A2945,kavya.chopra828@gmail.com,ECE,2,4,Prof. Divya Srivastava,prof..divya.srivastava11@gmail.com,90.0,48.0,41.0,,0.0,0.0,0.0,0.0,20,95,80.0,48,2.8
200,Bhavna Agarwal,24G31B6205,bhavna.agarwal209@gmail.com,EEE,2,4,Dr. Sanjay Joshi,dr..sanjay.joshi81@gmail.com,84.0,81.0,76.0,,0.0,0.0,0.0,0.0,11,84,63.0,92,2.6
201,Celina Saxena,24G31A6988,celina.saxena457@gmail.com,MECH,2,3,Dr. Rohan Kapoor,dr..rohan.kapoor46@gmail.com,64.0,63.0,,0.0,0.0,0.0,0.0,0.0,12,117,81.0,45,5.0
202,Diya Joshi,24G31A1350,diya.joshi507@gmail.com,CIVIL,2,3,Dr. Nitin Verma,dr..nitin.verma13@gmail.com,76.0,81.0,,0.0,0.0,0.0,0.0,0.0,18,100,94.0,67,1.5
203,Vinod Patel,24G31B1764,vinod.patel955@gmail.com,CSE(AI),2,3,Prof. Divya Srivastava,prof..divya.srivastava87@gmail.com,76.0,99.0,,0.0,0.0,0.0,0.0,0.0,20,109,43.0,77,4.7
204,Amit Bajaj,24G31A8401,amit.bajaj524@gmail.com,CSE,2,3,Dr. Sanjay Joshi,dr..sanjay.joshi33@gmail.com,68.0,73.0,,0.0,0.0,0.0,0.0,0.0,18,116,69.0,89,8.2
205,Isha Bhatnagar,24G31A1206,isha.bhatnagar629@gmail.com,CDS,2,4,Prof. Ritika Malhotra,prof..ritika.malhotra41@gmail.com,95.0,76.0,81.0,,0.0,0.0,0.0,0.0,17,114,78.0,50,3.9
206,Deepak Chatterjee,24G31B7331,deepak.chatterjee626@gmail.com,ECE,2,4,Prof. Kavya Pillai,prof..kavya.pillai65@gmail.com,80.0,90.0,75.0,,0.0,0.0,0.0,0.0,27,115,110.0,73,5.4
207,Ashok Bhat,24G31B4595,ashok.bhat337@gmail.com,EEE,2,4,Prof. Isha Mishra,prof..isha.mishra42@gmail.com,56.0,85.0,77.0,,0.0,0.0,0.0,0.0,14,88,64.0,55,5.2
208,Bhavna Chopra,24G31A4642,bhavna.chopra420@gmail.com,MECH,2,4,Prof. Ritika Malhotra,prof..ritika.malhotra35@gmail.com,68.0,78.0,98.0,,0.0,0.0,0.0,0.0,21,91,38.0,57,1.9
209,Vinod Dutta,24G31A7621,vinod.dutta858@gmail.com,CIVIL,2,4,Dr. Vikram Reddy,dr..vikram.reddy78@gmail.com,52.0,44.0,87.0,,0.0,0.0,0.0,0.0,21,115,113.0,67,8.1
210,Rajesh Menon,24G31B2605,rajesh.menon361@gmail.com,CSE(AI),2,3,Prof. Divya Srivastava,prof..divya.srivastava96@gmail.com,57.0,57.0,,0.0,0.0,0.0,0.0,0.0,16,98,87.0,43,7.0
211,Divya Agarwal,24G31B2354,divya.agarwal922@gmail.com,CSE,2,3,Dr. Vikram Reddy,dr..vikram.reddy47@gmail.com,46.0,53.0,,0.0,0.0,0.0,0.0,0.0,11,94,81.0,55,9.2
212,Divya Sharma,24G31A4379,divya.sharma300@gmail.com,CDS,2,4,Dr. Sanjay Joshi,dr..sanjay.joshi86@gmail.com,86.0,92.0,85.0,,0.0,0.0,0.0,0.0,28,119,55.0,74,6.7
213,Anjali Desai,24G31A1321,anjali.desai718@gmail.com,ECE,2,3,Prof. Divya Srivastava,prof..divya.srivastava32@gmail.com,84.0,66.0,,0.0,0.0,0.0,0.0,0.0,14,93,64.0,58,8.4
214,Rahul Chopra,24G31B1057,rahul.chopra399@gmail.com,EEE,2,4,Dr. Harish Rao,dr..harish.rao31@gmail.com,59.0,82.0,76.0,,0.0,0.0,0.0,0.0,26,90,84.0,52,4.3
215,Tanvi Agarwal,24G31B5447,tanvi.agarwal999@gmail.com,MECH,2,3,Prof. Shreya Nair,prof..shreya.nair68@gmail.com,70.0,60.0,,0.0,0.0,0.0,0.0,0.0,20,117,64.0,75,4.3
216,Aditya Chatterjee,24G31B5410,aditya.chatterjee823@gmail.com,CIVIL,2,3,Dr. Nitin Verma,dr..nitin.verma20@gmail.com,59.0,55.0,,0.0,0.0,0.0,0.0,0.0,12,108,51.0,55,3.7
217,Mahesh Verma,24G31B5766,mahesh.verma651@gmail.com,CSE(AI),2,4,Prof. Isha Mishra,prof..isha.mishra31@gmail.com,67.0,58.0,44.0,,0.0,0.0,0.0,0.0,22,92,68.0,45,5.8
218,Priya Gupta,24G31B6609,priya.gupta595@gmail.com,CSE,2,4,Prof. Anjali Menon,prof..anjali.menon83@gmail.com,75.0,83.0,41.0,,0.0,0.0,0.0,0.0,10,110,98.0,58,6.3
219,Sakshi Sinha,24G31B6111,sakshi.sinha606@gmail.com,CDS,2,4,Dr. Vikram Reddy,dr..vikram.reddy70@gmail.com,82.0,79.0,92.0,,0.0,0.0,0.0,0.0,10,84,80.0,74,4.5
220,Ajay Bhat,24G31A1558,ajay.bhat485@gmail.com,ECE,2,4,Dr. Suresh Iyer,dr..suresh.iyer37@gmail.com,43.0,44.0,99.0,,0.0,0.0,0.0,0.0,10,119,111.0,42,7.7
221,Vikram Mishra,24G31B9830,vikram.mishra248@gmail.com,EEE,2,4,Dr. Suresh Iyer,dr..suresh.iyer33@gmail.com,86.0,82.0,85.0,,0.0,0.0,0.0,0.0,10,99,93.0,45,3.8
222,Arjun Dutta,24G31B9453,arjun.dutta218@gmail.com,MECH,2,3,Prof. Isha Mishra,prof..isha.mishra85@gmail.com,99.0,71.0,,0.0,0.0,0.0,0.0,0.0,28,85,74.0,44,3.9
223,Ritika Rao,24G31A3446,ritika.rao600@gmail.com,CIVIL,2,3,Prof. Kavya Pillai,prof..kavya.pillai22@gmail.com,78.0,72.0,,0.0,0.0,0.0,0.0,0.0,25,103,92.0,55,6.7
224,Diya Bhat,24G31A6782,diya.bhat437@gmail.com,CSE(AI),2,3,Dr. Vikram Reddy,dr..vikram.reddy80@gmail.com,84.0,86.0,,0.0,0.0,0.0,0.0,0.0,12,101,73.0,83,5.7
225,Ananya Desai,24G31B7258,ananya.desai384@gmail.com,CSE,2,3,Dr. Vikram Reddy,dr..vikram.reddy53@gmail.com,65.0,72.0,,0.0,0.0,0.0,0.0,0.0,12,92,67.0,71,4.3
226,Swati Bajaj,24G31A4359,swati.bajaj454@gmail.com,CDS,2,4,Dr. Nitin Verma,dr..nitin.verma40@gmail.com,47.0,62.0,62.0,,0.0,0.0,0.0,0.0,19,83,36.0,93,1.1
227,Nisha Das,24G31A2078,nisha.das654@gmail.com,ECE,2,3,Dr. Rajesh Kumar,dr..rajesh.kumar24@gmail.com,83.0,70.0,,0.0,0.0,0.0,0.0,0.0,22,86,44.0,94,5.3
228,Neha Das,24G31B5571,neha.das626@gmail.com,EEE,2,4,Prof. Shreya Nair,prof..shreya.nair65@gmail.com,85.0,59.0,80.0,,0.0,0.0,0.0,0.0,22,94,45.0,41,8.3
229,Ananya Iyer,24G31A6006,ananya.iyer346@gmail.com,MECH,2,3,Dr. Anil Singh,dr..anil.singh44@gmail.com,65.0,65.0,,0.0,0.0,0.0,0.0,0.0,13,104,48.0,74,3.7
230,Rohan Desai,24G31B1434,rohan.desai833@gmail.com,CIVIL,2,3,Dr. Sanjay Joshi,dr..sanjay.joshi27@gmail.com,69.0,72.0,,0.0,0.0,0.0,0.0,0.0,19,110,84.0,46,1.9
